# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=0
# seed=1872613916
# chain_id=1
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=result/calcium-model-100-root-5106-const-Be-eta1/cell-5014/chain_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16
-244787,1,0.000758439,2,3,0,445803,0.409554,0.783645,0.482165,1.21669,1.62276,0.617968,4.95336,0.490408,3.05136,0.683025,0.376062,0.993399,0.260022,1.9789,0.325805,6.1059,1.85233
-95290.9,1,0.00144197,2,3,0,233993,0.418718,0.783525,0.480108,1.11911,1.62185,0.618216,4.51782,0.269002,3.06112,0.373426,0.376457,0.994289,0.260632,1.95691,0.326936,5.83927,1.27379
-69008.9,1,0.00278004,1,1,0,91588.4,0.429448,0.78213,0.475357,1.05153,1.6252,0.617394,4.19958,0.221538,3.06458,0.30648,0.376494,0.995928,0.261857,1.94005,0.329285,5.64347,1.06354
-30520.4,1,0.00539629,2,3,0,59670.1,0.465098,0.774433,0.45338,0.847046,1.61844,0.618027,3.28393,0.134297,3.06985,0.187069,0.378937,1.00317,0.261669,1.90115,0.335655,4.93544,0.659979
-9158.62,1,0.0104922,4,15,0,24602.2,0.529328,0.730606,0.39524,0.495815,1.65051,0.616007,1.9211,0.0686728,3.05683,0.0945176,0.369856,0.999848,0.262594,1.74615,0.348736,3.77619,0.335039
-2744.35,1,0.0203599,1,1,0,7372.56,0.593975,0.633923,0.282345,0.252993,1.62223,0.614306,0.997136,0.0368501,2.89241,0.0502218,0.371988,1.01524,0.257505,1.4665,0.366515,2.88104,0.17009
-854.558,1,0.0393257,4,15,0,2215,0.662545,0.433253,0.15441,0.139416,1.67815,0.62079,0.550298,0.0200909,2.48872,0.0272425,0.350269,1.00753,0.258786,1.0963,0.327084,3.02058,0.0916051
-254.57,0.2,0.0754671,4,15,0,703.756,0.923978,0.202754,0.079435,0.0689508,1.68619,0.46274,0.280487,0.0124283,1.8833,0.0134191,0.353728,1.12746,0.253801,0.757247,0.303211,3.54898,0.0536971
-170.982,0.979813,0.012722,5,31,0,258.777,0.661849,0.176205,0.0603672,0.0595337,1.8511,0.452299,0.242667,0.0108538,1.70528,0.0110929,0.38979,1.13689,0.239322,0.603325,0.341284,3.23868,0.0411623
-113.447,0.954329,0.0230435,4,15,0,177.696,0.467958,0.0915247,0.0694512,0.0493149,1.90612,0.55909,0.137569,0.00651231,1.01522,0.00529038,0.382308,0.905235,0.24108,0.469229,0.209715,3.02169,0.022465
-109.939,0.136798,0.0383758,2,6,1,120.313,0.504444,0.089238,0.0658398,0.0496856,1.84683,0.534904,0.132643,0.00604487,1.03464,0.00541357,0.377432,0.9251,0.250115,0.479557,0.214372,3.08735,0.0223892
-93.3921,0.949647,0.00565859,6,87,1,120.597,0.604,0.063163,0.0526538,0.0497938,1.52744,0.519124,0.140551,0.00723835,0.87647,0.00435333,0.724841,0.943561,0.286763,0.437849,0.280011,3.5681,0.016167
-83.0067,0.994842,0.00934714,5,31,0,98.3209,0.471708,0.0524245,0.0461944,0.0468047,1.77815,0.49825,0.134858,0.00683621,0.970135,0.00522881,0.834602,0.99883,0.248946,0.537373,0.247176,3.17614,0.0161668
-71.0569,0.731926,0.0174746,4,17,1,86.582,0.535949,0.0423944,0.038867,0.0509817,1.68323,0.539031,0.126572,0.00655024,0.939627,0.0056136,1.06171,1.02561,0.232492,0.511429,0.233036,3.32816,0.0159325
-70.3083,0.733139,0.0151618,4,16,1,78.4893,0.545624,0.0422469,0.0391158,0.050432,1.63797,0.536513,0.125018,0.00645559,0.938979,0.00563538,1.09102,1.0287,0.228192,0.499764,0.230018,3.3065,0.0157157
-16.2736,0.635684,0.0132392,4,30,1,86.0654,0.445956,0.0269424,0.0407563,0.0350838,1.55393,0.760555,0.0871869,0.00810777,1.04361,0.00514622,1.61214,1.09406,0.232565,0.491051,0.25814,3.59006,0.0146172
10.637,0.878897,0.00879516,4,15,0,24.2062,0.444066,0.025125,0.0390983,0.0340849,1.60882,0.806423,0.077601,0.00797501,1.07906,0.00496969,1.68257,1.09755,0.220341,0.433055,0.254671,3.97783,0.015096
70.4643,0.864141,0.0116529,3,7,0,-7.48653,0.398988,0.0198602,0.0380087,0.0344003,1.41387,0.84889,0.0760083,0.00797393,1.06149,0.00471085,1.79363,1.1273,0.19963,0.406944,0.264101,4.69495,0.0147109
70.4643,0.00145767,0.0147502,2,5,1,-59.7214,0.398988,0.0198602,0.0380087,0.0344003,1.41387,0.84889,0.0760083,0.00797393,1.06149,0.00471085,1.79363,1.1273,0.19963,0.406944,0.264101,4.69495,0.0147109
87.1784,0.996671,0.00171722,5,31,0,-64.9877,0.382942,0.0208992,0.0365872,0.0333291,1.38928,0.825453,0.0760265,0.00747681,1.06293,0.00468036,1.78303,1.15352,0.192988,0.398882,0.276273,4.84538,0.0146488
175.725,0.993061,0.00316309,5,31,0,-81.1676,0.256669,0.0175969,0.0344817,0.0321802,1.41552,0.799299,0.0791375,0.00745381,1.09276,0.00468833,1.85155,1.27719,0.163773,0.381506,0.278333,5.63686,0.0153497
176.439,0.220365,0.00571156,4,23,1,-161.546,0.254964,0.0174923,0.0346647,0.0318844,1.4148,0.7853,0.079418,0.00739067,1.09165,0.00465386,1.8649,1.27347,0.163361,0.383042,0.277455,5.61918,0.0152327
178.393,0.997317,0.00127413,6,63,0,-168.573,0.258839,0.0175848,0.0348417,0.0324658,1.42255,0.767402,0.0801246,0.00743547,1.05568,0.00467123,1.87781,1.26024,0.163242,0.37631,0.280318,5.78541,0.0149007
209.344,0.983963,0.00232151,6,63,0,-172.463,0.218616,0.0170276,0.0370334,0.0317885,1.48568,0.745558,0.0879248,0.0074436,1.00255,0.00487052,1.7819,1.29839,0.163709,0.368635,0.284568,5.97006,0.014605
215.93,0.752618,0.00404305,4,27,1,-201.857,0.211245,0.0173405,0.0380031,0.0311696,1.4782,0.748445,0.0871037,0.00733356,0.986714,0.00474787,1.80447,1.31998,0.164436,0.366281,0.289286,6.03245,0.0145813
224.358,0.472871,0.00379813,4,21,1,-204.027,0.20042,0.0176848,0.0381522,0.0311659,1.47758,0.742217,0.0937161,0.00715367,0.973199,0.00487818,1.80684,1.281,0.162404,0.383348,0.301699,6.0885,0.0145059
262.581,0.921074,0.00172125,6,63,0,-218.221,0.155674,0.0174297,0.0387553,0.0311927,1.36005,0.727854,0.0939283,0.00767845,1.06246,0.00459019,1.80002,1.30727,0.164435,0.343596,0.308966,6.70113,0.0145111
267.903,0.756907,0.00251895,5,35,1,-254.889,0.149623,0.0172737,0.0391843,0.0315832,1.3733,0.734804,0.0899355,0.00750272,1.0469,0.00457612,1.77298,1.30464,0.16447,0.343833,0.308436,6.67132,0.0148182
271.237,0.306461,0.00240338,5,41,1,-255.571,0.147604,0.0175085,0.03964,0.0315219,1.35769,0.733162,0.0899004,0.00752173,1.04041,0.00456482,1.78999,1.32607,0.16706,0.34235,0.309922,6.65979,0.0148141
332.993,0.993528,0.000727756,8,255,0,-264.292,0.0932731,0.0170436,0.0432186,0.0310963,1.5388,0.710299,0.0889822,0.00675375,1.0276,0.00370652,1.89615,1.36316,0.16239,0.344946,0.313416,6.82518,0.0132572
342.875,0.707764,0.00127559,6,83,1,-324.965,0.0841959,0.0174516,0.0445529,0.0308334,1.49861,0.736633,0.0847388,0.00707806,1.06288,0.00376529,1.92517,1.29751,0.16182,0.35046,0.318585,6.8698,0.0135946
352.988,0.793105,0.00108157,7,129,1,-331.715,0.0759732,0.0188323,0.0426383,0.0312236,1.50957,0.772262,0.0857349,0.00669669,1.03476,0.0036076,2.21009,1.32301,0.180012,0.320649,0.306503,6.57727,0.0127585
349.244,0.407948,0.00113687,6,124,1,-339.301,0.0776193,0.0191329,0.0429066,0.0309006,1.44316,0.762039,0.0852773,0.00668207,1.04992,0.00353677,2.20087,1.31443,0.179022,0.319251,0.30169,6.51835,0.0125858
381.861,0.876504,0.000460265,10,1023,0,-341.707,0.0405282,0.020056,0.0377876,0.0333763,1.49181,1.22816,0.0812928,0.00434,0.970028,0.00239371,2.0228,1.09907,0.200362,0.338402,0.35894,6.5621,0.0194703
388.073,0.66635,0.000596673,10,1023,0,-372.812,0.0449977,0.0260717,0.0337496,0.0422339,1.70735,1.72929,0.0857013,0.00398638,0.985537,0.00188328,1.94526,1.32301,0.136886,0.458061,0.320462,6.33516,0.0112515
388.965,0.705404,0.000461411,10,1023,0,-379.864,0.044359,0.0244933,0.0299975,0.0433497,1.7044,1.72099,0.0900125,0.00376932,1.02733,0.00177323,1.90066,1.22373,0.146586,0.456882,0.336265,6.27075,0.0127857
389.797,0.949486,0.000393501,10,1023,0,-381.365,0.0466332,0.0239607,0.0297255,0.0464131,1.78584,1.69488,0.0851366,0.00373783,1.03739,0.00172834,1.96115,1.14411,0.142631,0.45129,0.332428,6.38402,0.0137046
388.234,0.998497,0.000604793,10,1023,0,-381.237,0.0423125,0.0207191,0.035876,0.037097,2.17893,1.41072,0.0824884,0.00465049,1.52957,0.00134545,2.60184,1.15863,0.185195,0.349497,0.337174,6.47843,0.0160141
388.234,0.0159558,0.00103852,2,5,1,-381.064,0.0423125,0.0207191,0.035876,0.037097,2.17893,1.41072,0.0824884,0.00465049,1.52957,0.00134545,2.60184,1.15863,0.185195,0.349497,0.337174,6.47843,0.0160141
388.518,0.997389,0.000171938,10,1023,0,-378.41,0.0448739,0.0195316,0.029919,0.038457,2.20822,1.29478,0.0988474,0.00475486,1.31592,0.00144751,2.59059,1.13798,0.199277,0.324376,0.340251,6.53925,0.0155758
388.699,0.984546,0.000294626,10,1023,0,-380.117,0.046436,0.0208861,0.0301964,0.0424965,2.27808,1.35048,0.103365,0.00324742,1.17957,0.0013858,2.72994,1.09709,0.194176,0.311775,0.326594,6.66411,0.0143967
384.735,0.961507,0.000486254,10,1023,0,-380.496,0.0477215,0.0163123,0.0504494,0.0276176,3.45219,1.40652,0.0961121,0.00284162,1.00954,0.00144659,1.95562,1.28476,0.153309,0.409883,0.332488,6.52541,0.0140255
383.456,0.00807337,0.000755421,10,1023,0,-372.641,0.0478146,0.0161373,0.050568,0.0276549,3.44607,1.40013,0.0948095,0.00280165,1.01666,0.00141242,1.95355,1.30159,0.153061,0.407107,0.33466,6.60624,0.0143614
380.975,0.997702,0.000128803,10,1023,0,-376.794,0.0447011,0.0168176,0.0500918,0.027163,3.61977,1.44064,0.104014,0.00292277,1.06111,0.0013965,1.95645,1.36498,0.148684,0.400986,0.30066,6.28305,0.0135936
383.285,0.978931,0.000217924,10,1023,0,-372.044,0.0476677,0.0143453,0.0473045,0.025981,3.80448,1.59576,0.0989922,0.00275967,0.89375,0.00126489,1.69387,1.12433,0.160916,0.415272,0.336349,6.28454,0.0143939
384.247,0.939673,0.000350786,10,1023,0,-370.074,0.0519052,0.0153851,0.0436001,0.0296856,3.6338,1.80323,0.106104,0.00276823,1.00027,0.00124189,1.71765,1.10156,0.174409,0.345201,0.329849,6.73496,0.0135613
385.562,0.988374,0.000513324,10,1023,0,-372.005,0.0547526,0.0255232,0.0409217,0.0299309,1.15395,0.88964,0.117125,0.00382092,0.862107,0.00106863,2.17088,1.46739,0.146129,0.409649,0.313137,6.46821,0.0118423
388.271,0.0700395,0.000834118,9,767,0,-381.35,0.0512042,0.025243,0.0398003,0.0299106,1.17927,0.888234,0.119219,0.00377523,0.877077,0.00109552,2.17151,1.4966,0.149687,0.410983,0.31609,6.37597,0.0119379
386.545,0.998578,0.000172191,10,1023,0,-384.404,0.0428014,0.026884,0.0347699,0.0309214,1.13279,0.933736,0.126987,0.00386421,0.74555,0.00106236,2.153,1.5793,0.14394,0.458802,0.329523,6.23706,0.0113646
387.384,0.998791,0.000286262,10,1023,0,-381.988,0.0512996,0.0302831,0.0392403,0.0309364,1.15022,0.913408,0.125289,0.00377538,0.847998,0.00101264,2.58475,1.69651,0.149158,0.398003,0.306195,6.39852,0.0122915
384.369,0.90353,0.000473089,10,1023,0,-376.574,0.0498961,0.0387575,0.0365281,0.0282832,1.09094,1.20532,0.101131,0.00574288,0.857144,0.000916437,3.71908,1.72674,0.17007,0.403131,0.358231,6.48974,0.0135036
389.909,0.989147,0.000630076,10,1023,0,-376.715,0.0437758,0.0498352,0.0335172,0.0372667,1.21936,1.29203,0.092718,0.00403751,1.02669,0.000765398,6.26991,1.51395,0.173443,0.387711,0.32115,6.05888,0.00800146
389.909,0.000304829,0.0010083,1,3,1,-377.369,0.0437758,0.0498352,0.0335172,0.0372667,1.21936,1.29203,0.092718,0.00403751,1.02669,0.000765398,6.26991,1.51395,0.173443,0.387711,0.32115,6.05888,0.00800146
386.593,0.99065,0.000186824,10,1023,0,-378.89,0.0539142,0.0497342,0.038206,0.0362775,1.21364,1.28326,0.0908578,0.00402016,1.062,0.000754385,5.83008,1.70436,0.163899,0.390876,0.337042,6.54703,0.00763123
392.847,0.858013,0.000300248,10,1023,0,-379.039,0.0477362,0.047838,0.037226,0.0391392,1.30107,1.1808,0.0806292,0.00395065,0.9582,0.000654657,6.72909,1.52751,0.170559,0.361907,0.301423,6.17031,0.0081685
394.872,0.99563,0.000360762,10,1023,0,-387.923,0.0450123,0.0388694,0.0395614,0.0362589,1.43659,1.17164,0.0794225,0.00363681,0.882674,0.000769034,6.28066,1.17076,0.167465,0.377111,0.335078,6.58205,0.00807871
384.216,0.341909,0.000580391,10,1023,0,-378.142,0.0483854,0.0451365,0.0302637,0.0533732,1.39997,1.43932,0.0834338,0.00230543,0.921414,0.000431359,5.32639,1.48035,0.178238,0.338448,0.308703,6.42081,0.00696334
388.645,0.995803,0.000231317,10,1023,0,-379.103,0.0436603,0.044116,0.0398655,0.0407574,1.3722,1.7641,0.0718908,0.00271776,0.955387,0.000500035,5.40278,1.17089,0.19398,0.320132,0.324298,6.51262,0.00999558
391.208,0.99996,0.000371036,10,1023,0,-384.36,0.048758,0.0432537,0.0429322,0.0363791,1.6934,1.41832,0.0750258,0.00359825,0.872497,0.000434734,6.77407,1.40881,0.18103,0.331724,0.306428,6.40083,0.0102952
395.581,0.933251,0.000597137,10,1023,0,-388.843,0.0473023,0.0443215,0.0326687,0.0384766,2.83183,1.99383,0.0848885,0.00531478,0.922996,0.000505146,9.416,1.262,0.158061,0.387436,0.333865,6.70641,0.00949305
393.231,0.305871,0.000831383,8,425,1,-388.359,0.0484425,0.0453821,0.0316558,0.0423016,2.78695,2.03636,0.0739268,0.00561749,0.971964,0.000501446,10.1151,1.3133,0.181659,0.339752,0.340098,6.79144,0.0103943
391.565,0.997914,0.000312618,10,1023,0,-385.448,0.0432055,0.047978,0.0338141,0.0435877,3.26794,1.63804,0.0800841,0.00475735,1.36267,0.000420728,12.8197,1.37539,0.136234,0.451409,0.323925,6.50605,0.00900703
388.879,0.996912,0.000497292,10,1023,0,-383.033,0.0494437,0.0451992,0.0341084,0.0385499,3.0769,1.16646,0.0987575,0.00364416,1.18853,0.000317644,14.0982,1.34263,0.131502,0.495821,0.341715,6.47523,0.00832847
388.316,0.486407,0.000785416,6,96,1,-381.971,0.0485811,0.0460111,0.0345122,0.038431,2.99158,1.15285,0.100257,0.00356107,1.15326,0.000316519,13.9423,1.33664,0.129503,0.491331,0.328325,6.39041,0.00811685
388.973,0.997608,0.000433848,10,1023,0,-384.174,0.0486221,0.0420272,0.0488649,0.0346863,2.28404,0.989746,0.0531896,0.00547945,1.07858,0.000275203,13.1297,1.43571,0.202977,0.308002,0.318325,6.41403,0.00574975
386.913,0.55524,0.000683134,10,1023,0,-383.128,0.0435621,0.0520332,0.034847,0.046181,1.73694,0.943554,0.0669629,0.00370852,0.638415,0.000313697,13.0397,1.41394,0.145685,0.456882,0.358535,6.65692,0.00545929
387.581,0.888046,0.000436594,10,1023,0,-378.533,0.0506873,0.0514643,0.0402507,0.0426928,1.54475,0.876974,0.0644982,0.00390438,0.445402,0.000426427,11.6091,1.57933,0.162584,0.371938,0.324143,6.64429,0.00448674
383.61,0.872169,0.00054836,10,1023,0,-373.939,0.0463244,0.0451262,0.034155,0.0483726,1.45093,1.3321,0.0554827,0.00392998,0.512259,0.000583473,8.80818,1.02883,0.20858,0.300968,0.339606,6.75027,0.00282089
386.788,0.983508,0.000665474,10,1023,0,-372.928,0.0465055,0.0708628,0.0535943,0.040051,1.24732,1.14913,0.0483711,0.0043728,0.642527,0.000424438,11.5016,1.71989,0.159219,0.381856,0.326142,6.65078,0.00410001
386.788,0.0201421,0.00100659,2,5,1,-381.775,0.0465055,0.0708628,0.0535943,0.040051,1.24732,1.14913,0.0483711,0.0043728,0.642527,0.000424438,11.5016,1.71989,0.159219,0.381856,0.326142,6.65078,0.00410001
385.733,0.988958,0.000223433,10,1023,0,-379.584,0.0467894,0.0687452,0.0518437,0.040041,1.27896,1.18256,0.0469006,0.00434758,0.578334,0.00047289,10.7886,1.8134,0.173307,0.363868,0.311035,6.23454,0.00397669
385.125,0.958488,0.000341916,10,1023,0,-373.71,0.0471444,0.0575387,0.0575604,0.0330158,1.41613,0.988348,0.0489931,0.00483591,0.501187,0.000424882,11.1537,1.66125,0.167523,0.363233,0.322161,6.57791,0.00449743
388.82,0.971746,0.000490655,10,1023,0,-380.659,0.0452917,0.052785,0.0390352,0.041121,1.51745,1.02439,0.052081,0.00500972,0.380793,0.000439644,13.5909,1.23106,0.173075,0.363244,0.348848,6.8382,0.00541173
386.806,0.280858,0.00072,10,1023,0,-376.57,0.0462932,0.0558919,0.0406143,0.0383945,1.19316,0.978478,0.0783596,0.00441068,1.36175,0.000401247,8.95094,1.72872,0.177791,0.351997,0.316802,6.38199,0.00470922
390.797,0.994659,0.00027361,10,1023,0,-379.31,0.0479735,0.0539931,0.0439935,0.0333322,1.23316,1.36782,0.0739947,0.00507422,1.27496,0.000423632,7.85884,1.55897,0.200683,0.308525,0.325887,6.59437,0.00485116
394.355,0.997683,0.000419232,10,1023,0,-385.157,0.0467092,0.0361769,0.0383658,0.0371203,1.79007,0.978387,0.069675,0.00439209,0.819251,0.000660434,7.98095,1.25478,0.163452,0.399662,0.335346,6.40886,0.00636628
391.748,0.819071,0.00064345,10,1023,0,-387.474,0.0453628,0.0314951,0.0400224,0.0410908,3.07505,1.06903,0.0635299,0.00337713,0.725662,0.000675746,10.3242,1.20133,0.195842,0.322253,0.322032,6.41945,0.00658071
387.253,0.958957,0.000697599,10,1023,0,-380.136,0.0512446,0.0372878,0.0441852,0.0393169,3.88903,1.21088,0.0518884,0.00482973,0.686135,0.000899985,15.426,1.15936,0.158609,0.388437,0.332666,6.66168,0.00755501
386.099,0.175269,0.000987655,3,11,1,-379.568,0.0512787,0.0372334,0.0442717,0.0394061,3.89158,1.21123,0.0518486,0.00485068,0.686222,0.000898152,15.3983,1.15906,0.158266,0.389321,0.332154,6.65446,0.00755715
386.296,0.995098,0.000312974,10,1023,0,-376.033,0.0431521,0.0449552,0.0449414,0.0434602,3.8039,1.41362,0.0495398,0.00331407,0.920591,0.000820133,16.1332,1.25055,0.149819,0.467224,0.349368,6.23889,0.00881471
390.667,0.999761,0.000474606,10,1023,0,-378.901,0.0496073,0.0485003,0.0468007,0.0432366,3.06766,1.25304,0.0596309,0.00310975,1.1595,0.000865871,16.2459,1.31107,0.155647,0.384284,0.327147,6.72969,0.00842824
393.938,0.056301,0.000723277,10,1023,0,-382.82,0.0457316,0.0571754,0.0377529,0.0387514,2.40131,1.55733,0.0740425,0.00400147,0.871413,0.000830182,13.4754,1.43121,0.150425,0.433726,0.317468,6.11454,0.0111413
393.865,0.982642,0.000186205,10,1023,0,-386.031,0.0466192,0.0575749,0.0386147,0.0406036,2.68024,1.80396,0.0749701,0.00336721,0.703244,0.000786411,15.1721,1.21337,0.156255,0.389538,0.331706,6.70313,0.0106248
395.628,0.991556,0.000274825,10,1023,0,-389.467,0.0482315,0.0474744,0.0372536,0.0386221,2.72495,1.55906,0.0720939,0.00412472,0.540328,0.0010927,12.4298,1.25693,0.157925,0.399107,0.328073,6.45699,0.010838
388.27,0.997761,0.000410962,10,1023,0,-385.621,0.0463369,0.0434698,0.0567557,0.0281978,2.5097,1.68672,0.0513646,0.00478313,0.53984,0.000970461,8.85282,1.37799,0.171846,0.385911,0.3437,6.45151,0.0117339
390.096,0.766604,0.000619411,10,1023,0,-380.94,0.0499403,0.04238,0.0446199,0.0380983,2.25318,1.55121,0.0670473,0.00361556,0.412428,0.00103173,7.61642,1.29957,0.149841,0.392617,0.313938,6.57638,0.0100201
390.971,0.957859,0.000606713,10,1023,0,-378.159,0.049382,0.0282683,0.0323875,0.0398485,2.04296,0.904465,0.0924524,0.00472561,1.4099,0.000427116,6.51203,1.20927,0.174576,0.353478,0.349448,6.9282,0.011098
386.875,0.252063,0.000845085,3,14,1,-379.242,0.0494499,0.0282299,0.0322536,0.0396458,2.03838,0.9066,0.0930556,0.00470675,1.409,0.000430027,6.52036,1.19917,0.174638,0.353199,0.350748,6.96705,0.0111193
386.733,0.96759,0.000321824,10,1023,0,-374.044,0.0449794,0.0321576,0.0373076,0.038221,2.12065,1.1429,0.0886098,0.0050699,1.31917,0.000222769,5.52147,1.45804,0.152034,0.370121,0.301043,6.59002,0.0150793
393.443,0.997428,0.000456098,10,1023,0,-383.9,0.0448529,0.038707,0.0459123,0.0319438,2.38279,1.68546,0.0703514,0.0048536,0.932382,0.000294253,7.97763,1.14456,0.178463,0.329647,0.330873,6.88089,0.013079
389.219,0.880536,0.00544296,10,1023,0,-380.847,0.049089,0.0319536,0.0430947,0.0293021,1.80572,0.926054,0.0877204,0.00536915,1.0432,5.8568e-05,5.55567,1.47559,0.137374,0.441749,0.319589,6.47684,0.0159263
389.219,0,0.0630128,0,1,1,-383.742,0.049089,0.0319536,0.0430947,0.0293021,1.80572,0.926054,0.0877204,0.00536915,1.0432,5.8568e-05,5.55567,1.47559,0.137374,0.441749,0.319589,6.47684,0.0159263
389.371,0.336624,0.00998531,1,3,0,-379.166,0.0490701,0.0319259,0.0431118,0.0292721,1.796,0.929566,0.0875883,0.00537341,1.05108,5.86289e-05,5.53262,1.47255,0.137466,0.441571,0.319581,6.47361,0.0159712
380.914,0.988105,0.00232798,10,1023,0,-376.57,0.0556707,0.0354512,0.047555,0.0296107,1.82869,0.997895,0.0640119,0.00477484,0.883548,0.000110305,6.50034,1.54611,0.147476,0.487346,0.350868,6.13562,0.0084377
390.153,0.999637,0.00317342,10,1023,0,-370.288,0.048139,0.0472073,0.039339,0.0375792,1.39671,0.836381,0.0707889,0.00610506,1.09878,0.000456135,9.71408,1.62483,0.174234,0.332798,0.301459,6.42995,0.0224803
392.83,0.646221,0.00508547,10,1023,0,-380.7,0.0479287,0.056216,0.0400781,0.0410588,1.45659,1.13196,0.0653067,0.00543451,0.997598,0.00041927,10.84,1.62432,0.185292,0.305771,0.306514,6.66203,0.0191073
387.033,0.918297,0.00297898,10,1023,0,-379.895,0.0415343,0.0489162,0.0402217,0.04195,3.47913,1.53744,0.0576609,0.00368599,0.621504,0.000106249,18.4682,1.37833,0.207937,0.301509,0.323086,6.47419,0.00978291
388.783,0.997744,0.00410254,10,1023,0,-380.935,0.0420186,0.0480129,0.035385,0.0437641,2.39573,1.34361,0.0698158,0.00400714,0.697911,0.00016077,13.6741,1.27993,0.197692,0.294893,0.305757,6.55251,0.00934581
389.04,0.333333,0.00744914,1,3,0,-382.011,0.0420092,0.0479569,0.0353726,0.0437693,2.40568,1.34621,0.0699677,0.00401282,0.696655,0.000160527,13.6596,1.27927,0.197628,0.294794,0.305704,6.55191,0.00930618
391.065,0.989827,0.00169011,10,1023,0,-380.216,0.0420041,0.0445841,0.0365741,0.0435062,2.35441,1.23289,0.0684019,0.00380022,0.634379,0.000174372,12.7045,1.31034,0.197891,0.292705,0.309838,6.65344,0.00952772
394.625,0.992532,0.00306566,10,1023,0,-388.015,0.0446811,0.0432485,0.0354638,0.0387171,1.64777,1.02838,0.0798147,0.00503141,1.20291,0.000161541,9.1276,1.44363,0.179144,0.345704,0.324174,6.50146,0.0149986
391.718,0.767464,0.00565011,10,1023,0,-387.154,0.0473856,0.0396573,0.0344388,0.0407948,1.99974,2.86647,0.0755556,0.00446844,0.881319,0.000219993,4.30975,1.09079,0.16621,0.3644,0.34092,6.90321,0.00864295
