# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=0
# seed=1436958728
# chain_id=2
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=result/calcium-model-100-root-5106-const-Be-eta1/cell-5118/chain_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16
-3358.99,0.857143,0.0179176,2,7,1,8975.97,0.369015,0.166135,0.334456,0.340968,0.357537,0.605844,0.860237,0.0327011,2.30022,0.0469299,1.47001,5.41609,0.501307,0.123533,0.2561,4.91348,0.227818
-1923.89,1,0.0216165,2,3,0,3080.2,0.395399,0.154706,0.258537,0.269635,0.36154,0.604872,0.659073,0.0258133,2.24326,0.0361855,1.45866,5.49457,0.422488,0.13377,0.198355,5.27401,0.202462
-844.4,0.132573,0.0413372,2,3,0,1930.33,0.426303,0.122476,0.164771,0.162305,0.382291,0.577604,0.410548,0.0147633,2.24411,0.020276,1.44735,5.52657,0.207488,0.107578,0.168575,3.81035,0.129174
-538.142,1,0.00522507,3,7,0,849.963,0.544082,0.116347,0.1546,0.146489,0.38001,0.59275,0.376767,0.0134477,2.27179,0.0190402,1.39985,5.51964,0.20939,0.106171,0.134067,4.58388,0.121849
-341.757,1,0.0101611,3,7,0,529.202,0.570558,0.107799,0.138787,0.128972,0.41413,0.642767,0.318652,0.0123146,2.41648,0.0176876,1.45086,5.37597,0.206905,0.123972,0.110489,5.84952,0.107784
-251.357,0.487197,0.0197214,3,7,0,345.358,0.57844,0.102327,0.123538,0.117403,0.417531,0.673682,0.294489,0.0105784,2.54562,0.0156856,1.30934,5.6002,0.192419,0.124002,0.109975,5.43523,0.0926969
-227.794,0.933428,0.00786467,3,7,0,257.533,0.568322,0.10018,0.1184,0.113969,0.429438,0.691377,0.289636,0.0103782,2.58075,0.0153589,1.28328,5.3404,0.1905,0.128969,0.108989,5.48425,0.08967
-68.6467,0.869412,0.0124633,4,15,0,236.975,0.433657,0.069805,0.076564,0.0947232,0.42595,0.69222,0.220979,0.00740839,2.81992,0.0117312,1.42299,4.34616,0.165386,0.205844,0.121844,4.92224,0.0623559
-68.6467,0.00633136,0.0162002,4,15,0,79.9277,0.433657,0.069805,0.076564,0.0947232,0.42595,0.69222,0.220979,0.00740839,2.81992,0.0117312,1.42299,4.34616,0.165386,0.205844,0.121844,4.92224,0.0623559
-22.6192,0.998561,0.00156943,7,127,0,75.1002,0.441557,0.0581415,0.0737333,0.0847085,0.422164,0.737146,0.19924,0.00602515,3.09588,0.00745672,1.54078,4.27617,0.132105,0.260602,0.127204,5.03216,0.0488097
21.7494,0.988389,0.00304871,7,127,0,36.0462,0.384027,0.034602,0.059917,0.0481538,0.42016,0.424526,0.0978308,0.00263527,3.44833,0.00393623,1.44903,4.52603,0.127011,0.24539,0.118101,5.15699,0.0191481
22.1157,0.590867,0.00569374,4,23,0,-11.4163,0.374941,0.0345597,0.0600909,0.0495904,0.430714,0.432322,0.0957515,0.00265136,3.42352,0.00396679,1.42969,4.37869,0.124402,0.246654,0.115841,5.18539,0.0187372
109.886,0.744237,0.00328525,6,79,0,-14.3508,0.286441,0.0553792,0.066594,0.0661547,0.523296,0.351233,0.104999,0.00278736,3.22104,0.00413401,1.12154,4.41526,0.154521,0.298743,0.140699,4.21708,0.0189087
125.929,0.929797,0.00299102,5,31,0,-104.614,0.259172,0.0557464,0.0674454,0.0680343,0.509946,0.341797,0.106199,0.00281915,3.26341,0.00414098,1.06812,4.28388,0.152869,0.294273,0.136649,4.13403,0.018271
129.85,0.0886018,0.00465959,6,79,0,-120.882,0.255681,0.0570266,0.0689574,0.0690995,0.522785,0.351018,0.109173,0.00292028,3.212,0.00409476,1.05693,4.32535,0.148404,0.299347,0.14009,4.26667,0.0183116
154.715,0.996079,0.00065173,7,127,0,-125.096,0.206392,0.058374,0.0713373,0.0701667,0.507901,0.359495,0.109515,0.00308008,3.29572,0.00399919,1.03746,4.16492,0.142499,0.296221,0.145856,4.49715,0.0193262
179.142,0.962827,0.00123304,8,255,0,-145.692,0.102297,0.0412876,0.0569265,0.0633865,0.614461,0.348625,0.138124,0.00206336,3.77894,0.00371949,0.813362,4.37625,0.191588,0.289647,0.158707,4.01303,0.022677
179.142,0.000207378,0.00210278,5,31,0,-171.416,0.102297,0.0412876,0.0569265,0.0633865,0.614461,0.348625,0.138124,0.00206336,3.77894,0.00371949,0.813362,4.37625,0.191588,0.289647,0.158707,4.01303,0.022677
189.842,0.999683,0.000243502,10,1023,0,-173.628,0.13745,0.0460528,0.0635428,0.0748804,0.613717,0.388815,0.122818,0.00176806,4.45111,0.00290147,0.842163,4.04832,0.154961,0.260217,0.13942,4.48723,0.0197269
205.531,0.99993,0.000462085,10,1023,0,-182.98,0.097713,0.0325817,0.062693,0.0593403,0.693787,0.323272,0.121371,0.00385208,6.96102,0.00176687,1.05494,3.38623,0.160407,0.303349,0.146677,4.11494,0.0215986
209.839,0.929697,0.000868228,10,1023,0,-198.045,0.103541,0.0292071,0.061146,0.0609866,0.763382,0.757384,0.136344,0.00212124,41.8982,0.00124476,0.435205,4.16902,0.158431,0.294299,0.155891,4.44642,0.0250512
213.885,0.99817,0.00133406,10,1023,0,-205.366,0.112672,0.0226274,0.0670411,0.0576716,1.81644,0.749283,0.124955,0.00173827,11.5073,0.00133225,0.583363,3.54595,0.155743,0.2935,0.155756,4.44218,0.028523
215.037,0.222093,0.00244762,2,5,1,-204.789,0.112616,0.0225983,0.0671514,0.0579826,1.82524,0.74633,0.124958,0.00173657,11.4894,0.00133198,0.584278,3.54907,0.155787,0.295084,0.155568,4.43096,0.0285569
215.589,0.98025,0.000559038,10,1023,0,-207.886,0.110162,0.0311545,0.0619745,0.0646088,1.54046,0.53082,0.121215,0.00263606,38.8278,0.00146198,1.43555,4.14201,0.162731,0.272733,0.150993,4.4488,0.0298215
218.165,0.994,0.00097515,9,511,0,-207.473,0.0984484,0.0302201,0.0633133,0.0525936,1.34846,0.513256,0.152191,0.00212241,29.1351,0.00131616,1.32194,3.56668,0.161782,0.300995,0.15656,4.30842,0.0271735
217.473,0.00660048,0.00174775,6,63,0,-213.648,0.0984827,0.030203,0.063125,0.0526215,1.35049,0.513264,0.151955,0.00211827,29.126,0.00131516,1.32241,3.56942,0.161795,0.301111,0.156623,4.31027,0.0271713
217.962,0.99658,0.000236128,10,1023,0,-208.073,0.0999507,0.0306096,0.0635223,0.0534973,1.44833,0.525065,0.149854,0.00209719,29.607,0.0014076,1.31449,3.65777,0.156545,0.304049,0.150504,4.20199,0.0283929
219.801,0.996218,0.000426686,10,1023,0,-208.325,0.10383,0.0275128,0.0560692,0.0620338,1.62118,0.546917,0.137397,0.00260199,28.875,0.00145084,1.27927,3.50245,0.145494,0.332908,0.151723,4.2083,0.0235165
222.132,0.999544,0.000763114,10,1023,0,-214.873,0.104014,0.0244745,0.0650242,0.0641468,2.60701,0.852157,0.109713,0.00143843,20.6024,0.00122735,0.882859,3.82511,0.169021,0.279937,0.149269,4.23588,0.0336551
218.563,0.63429,0.00136392,10,1023,0,-211.356,0.0979538,0.035991,0.0582946,0.0595751,1.67347,1.0841,0.122634,0.00358929,24.9849,0.000579789,1.33578,3.63229,0.169492,0.281419,0.1509,4.26601,0.015414
221.567,0.998941,0.000958901,10,1023,0,-209.264,0.10872,0.0263109,0.0585055,0.0604204,3.15992,1.31697,0.122201,0.00295661,22.4641,0.000665103,1.37071,2.7088,0.146931,0.304112,0.148704,4.388,0.0229155
220.562,0.733109,0.00169268,10,1023,0,-213.456,0.101892,0.0328876,0.0554897,0.0625855,2.18356,1.5518,0.123547,0.00238944,21.9442,0.000960791,1.1564,2.93778,0.166789,0.290901,0.151433,4.25023,0.0161729
223.411,0.964441,0.00152705,10,1023,0,-209.212,0.109103,0.0325444,0.0632024,0.0606469,3.59925,1.17739,0.116738,0.001855,29.6268,0.00140346,1.84664,3.73513,0.161828,0.293322,0.15142,4.29503,0.017903
223.411,6.77066e-06,0.00244492,1,3,1,-218.254,0.109103,0.0325444,0.0632024,0.0606469,3.59925,1.17739,0.116738,0.001855,29.6268,0.00140346,1.84664,3.73513,0.161828,0.293322,0.15142,4.29503,0.017903
221.81,0.997143,0.000363587,10,1023,0,-212.734,0.10296,0.0336847,0.0637061,0.0559752,3.5504,1.26588,0.136206,0.00168512,31.4304,0.00100317,1.8837,3.48837,0.154706,0.289994,0.151656,4.44615,0.0217422
225.27,0.961724,0.000632303,10,1023,0,-213.61,0.104543,0.030379,0.0671608,0.0568116,5.17195,1.13761,0.108842,0.00191824,24.4183,0.00102086,2.47794,3.64506,0.163639,0.295082,0.148221,4.16908,0.0182753
223.905,0.99504,0.00100108,10,1023,0,-216.316,0.106895,0.023198,0.0556077,0.0652944,5.17802,0.75322,0.125005,0.00194485,28.7736,0.00109917,2.17969,3.64968,0.152931,0.291844,0.145197,4.29376,0.0419524
223.885,0.335845,0.00170573,9,511,0,-215.41,0.105543,0.0272227,0.0683257,0.0636375,5.77362,0.758013,0.102277,0.00283098,23.0327,0.000823093,2.49336,4.56426,0.166644,0.303365,0.157747,4.21436,0.0274699
227.446,0.979908,0.000597184,10,1023,0,-214.454,0.104302,0.0134479,0.0563249,0.0610316,9.44954,0.34304,0.143678,0.00211061,26.3216,0.00048145,3.1134,3.29373,0.154936,0.305633,0.154035,4.35259,0.019931
230.635,0.99946,0.000977394,9,1023,0,-219.173,0.109774,0.0138777,0.0604158,0.0726953,21.7975,0.461362,0.112551,0.00297232,19.7836,0.000812736,3.34306,4.95131,0.164442,0.280545,0.145731,4.23742,0.0274953
230.139,0.0768575,0.00166358,9,1023,0,-208.011,0.110243,0.0138115,0.0601752,0.0716498,21.4631,0.465856,0.112797,0.00298264,20.4232,0.000820075,3.39222,4.99868,0.164165,0.274983,0.145763,4.32777,0.0276338
233.173,0.999327,0.000324085,10,1023,0,-222.017,0.0993807,0.0151797,0.0674074,0.0572281,14.402,0.508725,0.114554,0.0027059,19.8168,0.00100896,3.64938,3.73398,0.159058,0.292593,0.147028,4.22706,0.0338621
228.247,0.994168,0.000551243,10,1023,0,-220.889,0.122244,0.0156178,0.0676859,0.0591767,14.5785,0.556458,0.114057,0.00241972,20.7153,0.00104111,3.38668,3.50961,0.140318,0.316569,0.138562,4.15152,0.0316504
229.768,0.940978,0.000919865,10,1023,0,-220.889,0.0900657,0.0132266,0.0574827,0.0672823,17.3279,0.650253,0.114397,0.00247442,19.1929,0.00105794,2.63426,3.63125,0.163682,0.29837,0.14958,4.16257,0.0267388
231.309,0.362402,0.00134922,10,1023,0,-218.57,0.0921133,0.0244723,0.0593221,0.0650788,20.2589,0.413023,0.108538,0.00227019,25.425,0.000162878,18.403,3.55051,0.162639,0.303791,0.154402,4.22955,0.0236884
230.502,0.999402,0.000525813,10,1023,0,-219.946,0.10653,0.0190151,0.061021,0.0567395,28.2302,0.364679,0.132504,0.0027355,24.5664,0.000234082,14.5446,4.05605,0.143671,0.31097,0.145189,4.24523,0.037803
233.155,0.975422,0.000878832,10,1023,0,-224.277,0.106549,0.0272185,0.0623716,0.0646031,18.2968,0.411248,0.111731,0.00269657,20.9446,0.000140454,18.4861,3.68718,0.15289,0.277208,0.141803,4.39448,0.0292139
229.787,0.533407,0.00138237,9,1023,0,-222.758,0.105679,0.0280834,0.0630515,0.0621985,15.2754,0.375121,0.130289,0.00138247,22.9162,0.000134859,12.7151,4.12758,0.150731,0.310333,0.146299,4.2135,0.026302
230.925,0.994477,0.000803209,10,1023,0,-222.934,0.102455,0.0250584,0.0594212,0.0679633,20.8396,0.459531,0.124956,0.00138122,21.1232,0.000143011,11.5283,4.1182,0.154319,0.288191,0.143634,4.24616,0.0392678
232.838,0.757336,0.00131093,9,1023,0,-221.968,0.101724,0.0246646,0.0629263,0.0527382,23.4196,0.846295,0.12868,0.00252524,29.5433,0.000165908,12.4388,3.27045,0.15829,0.287265,0.145257,4.26588,0.0210841
229.784,0.991757,0.00125818,10,1023,0,-222.206,0.110099,0.0353739,0.0680109,0.0577423,22.282,0.85777,0.147755,0.00218241,20.8289,0.000569892,10.4741,4.98482,0.161266,0.275066,0.142565,4.28108,0.0350562
229.4,0.168652,0.00202294,2,5,0,-221.662,0.109801,0.0353766,0.067892,0.0575891,22.3145,0.858517,0.147062,0.00218443,20.8883,0.000570178,10.4707,4.98609,0.161542,0.274989,0.142854,4.28314,0.0350423
232.527,0.997799,0.00053436,10,1023,0,-223.453,0.0974687,0.0275249,0.0539753,0.0635225,20.1936,1.0518,0.124574,0.00303086,30.3144,0.000597243,9.45899,3.68729,0.164341,0.286813,0.146159,4.15161,0.0324868
233.189,0.981117,0.000869592,9,1023,0,-225.891,0.109456,0.0245583,0.0688269,0.0573337,17.2521,0.957309,0.117858,0.00219662,18.1764,0.000626889,5.5555,3.79725,0.150707,0.301176,0.149902,4.38416,0.0287312
226.327,0.975784,0.00135704,9,1023,0,-215.321,0.108815,0.0297268,0.0488906,0.0724444,15.5679,0.875972,0.126135,0.00375277,25.4196,0.00108852,9.0464,4.14312,0.183643,0.251918,0.145397,4.29635,0.0126586
226.151,0.237108,0.00208254,3,9,1,-219.907,0.108664,0.0296936,0.0489637,0.0724467,15.5677,0.874381,0.12594,0.00376392,25.4136,0.00109187,9.06074,4.14599,0.183533,0.251619,0.145279,4.29288,0.0126016
224.967,0.999384,0.00065548,10,1023,0,-214.327,0.110008,0.0302586,0.0753677,0.0504829,25.0016,1.36415,0.114203,0.00118813,22.7639,0.000515562,10.0942,2.99706,0.137651,0.344271,0.147196,4.20423,0.0142969
223.97,0.721512,0.00105639,10,1023,0,-213.888,0.0936973,0.0196156,0.0480175,0.0707279,20.9171,0.831772,0.137048,0.00163202,20.9532,0.00041993,4.82393,4.14854,0.181528,0.266139,0.151006,4.27255,0.0128408
217.222,0.564704,0.000940902,9,1023,0,-210.086,0.122706,0.0146266,0.0755226,0.0578071,25.035,0.989536,0.109287,0.00248743,23.5271,0.000395172,3.31668,3.1253,0.133569,0.319624,0.147425,4.57659,0.0114099
228.809,0.961807,0.000603243,10,1023,0,-211.092,0.0895999,0.0157816,0.0553899,0.0628348,22.6207,0.957971,0.139281,0.00210737,27.5066,0.000401892,2.66373,4.81279,0.180669,0.277221,0.157687,4.27164,0.0167663
229.602,0.648507,0.000891529,10,1023,0,-219.501,0.0950128,0.0121866,0.0522269,0.0716655,16.5272,0.753164,0.11484,0.00208855,22.0561,0.000936921,2.11474,3.25697,0.162331,0.303152,0.153533,4.22991,0.0234707
225.833,0.85574,0.000683567,10,1023,0,-219.343,0.100947,0.0107049,0.0682722,0.0499414,25.4437,0.476881,0.126092,0.00363826,22.436,0.000706441,3.30965,4.2347,0.163523,0.313482,0.148827,4.03289,0.0170271
223.407,0.965066,0.000806867,9,1023,0,-210.065,0.111536,0.0112077,0.0455163,0.0835512,20.9589,0.387861,0.112293,0.00233351,24.9796,0.00048126,3.632,4.00781,0.170966,0.266111,0.141889,4.16938,0.0331048
226.755,0.773286,0.00119048,10,1023,0,-212.448,0.0998745,0.0111285,0.0615219,0.0543494,24.2947,0.434699,0.133523,0.00225733,25.5225,0.000300771,3.89646,3.86765,0.138032,0.331401,0.14553,4.19454,0.0437673
229.968,0.996183,0.00118089,10,1023,0,-224.129,0.0992614,0.0109961,0.0583901,0.0651073,17.5502,0.470116,0.107471,0.0023856,24.2105,0.000487178,3.04637,3.66562,0.17471,0.25942,0.148802,4.3529,0.0282355
229.208,0.0415392,0.00184456,6,63,0,-220.661,0.0994608,0.0110282,0.0582765,0.0650121,17.4262,0.470478,0.107837,0.00237787,24.3127,0.000488345,3.02367,3.64244,0.17433,0.259594,0.149118,4.35666,0.028358
229.847,0.999971,0.000413977,10,1023,0,-225.052,0.102096,0.0102617,0.0537021,0.0692077,20.9801,0.521482,0.108472,0.00236043,23.9088,0.000492234,3.08799,3.31953,0.163964,0.281333,0.146293,4.26825,0.0295429
226.212,0.995436,0.00065183,10,1023,0,-217.425,0.108259,0.0132147,0.0634876,0.0576965,10.9003,0.236662,0.144543,0.0033826,18.8978,0.00055367,3.3682,4.58778,0.155503,0.294353,0.148738,4.35225,0.0240908
218.886,0.830114,0.00101224,10,1023,0,-209.877,0.114201,0.0181306,0.0564665,0.072267,9.11164,0.329634,0.107085,0.00329559,12.7262,0.000588415,5.01428,3.63034,0.153051,0.276536,0.136165,4.31349,0.0237292
220.093,0.91356,0.00112473,10,1023,0,-213.156,0.103051,0.0169237,0.0521454,0.0728484,9.55168,0.369298,0.107232,0.00334149,14.329,0.000501055,4.59588,3.70315,0.163565,0.285246,0.154438,4.4135,0.0255822
227.979,0.829452,0.00147338,10,1023,0,-209.761,0.101623,0.0189473,0.0595384,0.0657206,13.8826,0.479738,0.113769,0.0031801,19.2326,0.000431163,5.00934,4.04749,0.150551,0.322023,0.138915,3.98406,0.020498
232.105,0.275334,0.00162971,10,1023,0,-218.524,0.0969669,0.0268199,0.0634241,0.0540068,30.7113,0.938394,0.128227,0.00249399,21.4595,0.000223263,14.6229,3.68176,0.174887,0.27783,0.1525,4.26548,0.0155503
231.197,0.988721,0.000604882,10,1023,0,-223.083,0.105387,0.0227331,0.0593786,0.0705048,19.8037,0.571461,0.100253,0.00198313,22.4234,0.0002906,12.4096,2.88185,0.144208,0.321575,0.15007,4.32284,0.015823
227.919,0.98662,0.000916729,10,1023,0,-219.33,0.108694,0.023755,0.0614951,0.0534705,30.6006,0.697538,0.139237,0.00419069,21.7466,0.000576641,11.8942,4.94643,0.175485,0.263062,0.14684,4.27773,0.027012
233.811,0.943638,0.001378,9,511,0,-216.939,0.108107,0.0279343,0.0629532,0.0695787,23.525,0.903197,0.112821,0.00232847,22.7092,0.000706639,7.94122,4.3569,0.137417,0.317909,0.13937,4.21398,0.031632
233.811,5.48111e-06,0.001898,5,31,0,-225.847,0.108107,0.0279343,0.0629532,0.0695787,23.525,0.903197,0.112821,0.00232847,22.7092,0.000706639,7.94122,4.3569,0.137417,0.317909,0.13937,4.21398,0.031632
232.567,0.999062,0.000420941,10,1023,0,-227.733,0.0928005,0.0213269,0.0635674,0.0566124,26.909,1.17018,0.124853,0.00276667,22.3065,0.000993153,6.39507,3.58649,0.169446,0.277408,0.144752,4.15578,0.0358864
231.407,0.962808,0.000646381,10,1023,0,-226.245,0.108467,0.0273304,0.0569684,0.0706851,26.6087,1.11896,0.122572,0.00255487,20.4574,0.0011051,7.59206,4.28551,0.162255,0.269553,0.137981,4.19182,0.0350577
230.301,0.626206,0.00092223,9,511,0,-222.674,0.104993,0.0348617,0.0718172,0.0533273,18.6468,1.25706,0.118155,0.00234006,25.7005,0.00105087,10.353,3.33861,0.147285,0.310115,0.140019,4.1178,0.0270764
222.306,0.998025,0.000690426,10,1023,0,-215.141,0.109407,0.03673,0.0519217,0.0678383,13.9202,1.30757,0.128963,0.00132929,25.3899,0.00191134,9.75123,2.83774,0.161957,0.293324,0.155873,4.33304,0.0436394
227.594,0.993493,0.00104912,10,1023,0,-215.042,0.105337,0.0113617,0.049751,0.0687677,26.9771,0.335832,0.130231,0.00295279,28.1181,0.000444319,5.64364,4.41008,0.164547,0.283862,0.149534,4.3249,0.0151965
230.608,0.760623,0.00157446,10,1023,0,-221.088,0.101323,0.0296179,0.0718158,0.0608747,14.4871,0.472134,0.103125,0.0022623,27.2564,0.000303114,10.6805,5.00814,0.153502,0.298661,0.153963,4.40253,0.0368797
232.642,0.951396,0.00151922,10,1023,0,-224.548,0.109893,0.0264034,0.0547185,0.0652982,20.9485,0.849766,0.139957,0.00306959,24.8731,0.000904129,8.17039,4.22596,0.150676,0.290874,0.141144,4.29423,0.0178843
233.521,0.232655,0.00209565,2,7,1,-222.67,0.109845,0.0262704,0.0545195,0.0653848,21.0223,0.849465,0.140616,0.00308794,24.8791,0.000910319,8.1751,4.22968,0.151122,0.294721,0.14172,4.28373,0.0179132
234.532,0.969539,0.000754664,10,1023,0,-222.006,0.107461,0.0190966,0.0666451,0.0581834,17.5539,0.553235,0.115594,0.00241456,26.3038,0.000502832,7.03997,3.71131,0.157211,0.282792,0.151802,4.48416,0.0315642
233.202,0.999789,0.00107659,10,1023,0,-229.712,0.0973965,0.0189275,0.0653619,0.0589455,26.6803,0.838906,0.124103,0.00202773,23.9684,0.00123606,5.21845,4.1047,0.164322,0.294932,0.142819,4.05189,0.0174348
230.017,0.501639,0.00161903,9,511,0,-227.439,0.10685,0.0183074,0.0592937,0.0711116,25.6127,0.765048,0.113052,0.00225121,21.0663,0.00163118,5.52763,3.69906,0.155945,0.290386,0.139876,4.17371,0.0173181
228.804,0.982731,0.000969693,10,1023,0,-221.233,0.09866,0.022847,0.0553219,0.0671606,15.5217,0.416184,0.114294,0.00217168,20.3299,0.00132343,13.1285,2.78783,0.153027,0.315455,0.142602,3.99987,0.0342554
228.336,0.944878,0.00140876,8,511,0,-222.289,0.105425,0.0192386,0.054738,0.0700749,16.9141,0.346895,0.11526,0.0018096,21.6902,0.00144413,12.6943,2.87951,0.172136,0.266634,0.155579,4.44117,0.035634
231.183,0.183737,0.00190379,8,447,0,-218.355,0.100238,0.018796,0.0544941,0.0649513,17.121,0.331103,0.124646,0.00188728,21.9839,0.00140663,12.7091,2.93445,0.173437,0.278032,0.148463,4.16456,0.0313173
231.183,0,0.0411558,0,1,1,-223.764,0.100238,0.018796,0.0544941,0.0649513,17.121,0.331103,0.124646,0.00188728,21.9839,0.00140663,12.7091,2.93445,0.173437,0.278032,0.148463,4.16456,0.0313173
231.183,0,0.0961015,0,1,1,-224.076,0.100238,0.018796,0.0544941,0.0649513,17.121,0.331103,0.124646,0.00188728,21.9839,0.00140663,12.7091,2.93445,0.173437,0.278032,0.148463,4.16456,0.0313173
229.514,0.252869,0.00947555,9,511,0,-222.549,0.105056,0.0257325,0.0745664,0.0608634,24.4874,0.464609,0.108849,0.00155022,24.6959,0.000486519,11.8501,5.16271,0.174353,0.262066,0.145326,4.27428,0.0260555
231.367,0.999783,0.00134784,10,1023,0,-222.916,0.09751,0.033758,0.0677261,0.0625771,21.5856,0.739891,0.119249,0.00157797,24.1563,0.00124704,12.6955,4.38569,0.165438,0.274022,0.143329,4.21533,0.0321231
224.918,0.999586,0.00157791,10,1023,0,-216.276,0.0917006,0.0292749,0.0647618,0.0715649,24.5,0.50824,0.104819,0.00177506,23.7406,0.00169865,15.1806,4.5616,0.163583,0.279018,0.141518,4.17258,0.033791
229.448,0.987778,0.00224595,10,1023,0,-220.028,0.0951441,0.0215934,0.054007,0.0602501,16.4741,0.760506,0.120472,0.00180597,25.559,0.000398128,7.03125,3.5328,0.168845,0.315447,0.16207,4.15712,0.0262451
227.258,0.95571,0.00346771,9,1023,0,-218.918,0.0873943,0.0151882,0.0508806,0.0631668,27.5624,0.673627,0.137581,0.00173368,25.5086,0.000876717,5.92348,3.50299,0.158572,0.314967,0.156686,4.23023,0.0295775
229.502,0.605803,0.00520145,9,511,0,-220.32,0.0917015,0.0202527,0.0591662,0.0580411,20.627,0.673203,0.128006,0.00199144,28.5296,0.000309867,9.11948,3.12452,0.159783,0.305776,0.15696,4.27414,0.0350646
228.628,0.998773,0.00270862,10,1023,0,-218.17,0.0909874,0.0238389,0.0576103,0.0599059,23.9363,0.790112,0.145621,0.00241028,24.2332,0.000552928,10.5308,3.39524,0.161633,0.272119,0.142561,4.31627,0.0344947
231.965,0.99986,0.00495228,10,1023,0,-223.773,0.108582,0.0264536,0.055704,0.0574338,22.0302,0.975345,0.13101,0.00231809,25.9281,0.000897612,11.0425,3.49439,0.184978,0.266801,0.148117,4.10849,0.0314361
235.949,0.860551,0.00926021,9,511,0,-224.754,0.10276,0.0305727,0.0587319,0.0600751,24.8531,0.942215,0.131128,0.002708,21.6635,0.000416899,15.0127,3.43194,0.15161,0.296229,0.142135,4.23542,0.0284481
235.684,0.0805538,0.0112604,3,13,0,-230.72,0.102706,0.0306075,0.0587187,0.0600716,24.7219,0.937772,0.131022,0.00270798,21.6598,0.000419189,15.1024,3.42683,0.151619,0.296097,0.142086,4.23506,0.0283822
231.827,0.999881,0.00118111,10,1023,0,-225.076,0.0963595,0.0303458,0.053288,0.05708,22.3277,1.15166,0.148028,0.00305833,20.522,0.000287489,12.9642,3.05643,0.151702,0.308495,0.150137,4.25197,0.0384477
