# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=0
# seed=216194420
# chain_id=1
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=result/calcium-model-100-root-5106-const-Be-eta1/cell-4936/chain_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16
-1542.64,1,0.0179176,2,3,0,4441.8,0.957322,0.0507337,0.219449,0.203802,5.62768,0.269179,0.42836,0.0263204,0.205687,0.0277569,2.33886,3.24546,0.426415,1.32289,0.200264,0.179455,0.114375
-584.983,1,0.0339435,2,3,0,1469.05,0.909372,0.0299304,0.13542,0.11503,5.39534,0.131772,0.24311,0.0157742,0.222593,0.0156009,2.43546,3.34949,0.258845,0.756806,0.143802,0.180205,0.0588607
-374.356,1,0.0648221,3,7,0,576.062,0.840669,0.0158422,0.0785784,0.0748379,5.10791,0.0640116,0.149584,0.0102573,0.251017,0.00893659,2.40887,3.48201,0.149048,0.497696,0.125315,0.26715,0.0355614
-374.356,0.000592584,0.124086,2,3,0,382.916,0.840669,0.0158422,0.0785784,0.0748379,5.10791,0.0640116,0.149584,0.0102573,0.251017,0.00893659,2.40887,3.48201,0.149048,0.497696,0.125315,0.26715,0.0355614
-254.716,0.786429,0.0105116,5,39,0,379.587,0.816554,0.00643824,0.0593888,0.0465178,4.16785,0.041114,0.0894445,0.00586185,0.27311,0.011168,2.17691,2.98352,0.121222,0.248577,0.131165,1.3668,0.0181707
-84.5995,0.672524,0.0105242,5,31,0,223.2,0.877908,0.00763897,0.052554,0.0491042,3.51467,0.0317005,0.112876,0.00752913,0.313067,0.00988631,2.20863,2.8211,0.170507,0.246291,0.117411,3.63768,0.0237432
-79.6718,0.572656,0.00745545,4,15,0,88.6736,0.875213,0.00752361,0.0522104,0.0487332,3.53357,0.0314107,0.113625,0.0075474,0.311876,0.00988632,2.2057,2.84717,0.169343,0.244575,0.117993,3.60772,0.0237721
22.0618,0.799214,0.00392708,5,31,0,83.3173,0.452545,0.00724283,0.0545121,0.0434617,3.76654,0.0343395,0.109252,0.00634881,0.308261,0.0100676,2.04414,3.09515,0.137594,0.229949,0.147468,4.86842,0.0242361
22.0618,0.000420858,0.00416351,2,3,0,-14.8394,0.452545,0.00724283,0.0545121,0.0434617,3.76654,0.0343395,0.109252,0.00634881,0.308261,0.0100676,2.04414,3.09515,0.137594,0.229949,0.147468,4.86842,0.0242361
48.2509,0.983765,0.000400589,9,511,0,-17.2378,0.346448,0.00797809,0.0634663,0.0470668,4.20539,0.0328252,0.123756,0.00637446,0.350766,0.00860703,1.90833,2.87659,0.129296,0.251795,0.160013,4.75846,0.0243241
55.3912,0.702677,0.000752994,10,1023,0,-41.0714,0.337102,0.00655743,0.0518839,0.0512276,4.40579,0.0409059,0.126944,0.00561198,0.386367,0.00510492,1.29444,3.50113,0.155797,0.211202,0.165787,4.97721,0.0238354
56.5998,0.762074,0.000611361,10,1023,0,-45.4514,0.289464,0.00728567,0.0506563,0.054258,3.15663,0.0309447,0.120393,0.00657624,0.377793,0.0040685,1.54504,3.53644,0.185157,0.159677,0.151705,4.93347,0.0206935
57.3521,0.372332,0.000593786,10,1023,0,-47.377,0.30216,0.00566822,0.0460398,0.052705,3.07766,0.0307949,0.109854,0.00745952,0.487202,0.00552596,1.50884,2.90862,0.178885,0.189396,0.17419,5.04652,0.0249922
59.6581,0.990959,0.0001861,10,1023,0,-52.9131,0.275381,0.00575355,0.0444022,0.0563963,3.28464,0.029342,0.112939,0.00677377,0.470557,0.00534105,1.58932,2.90153,0.161601,0.203486,0.158571,4.81866,0.0239539
59.7397,0.995524,0.000354092,10,1023,0,-53.4105,0.285418,0.00538901,0.0483725,0.0531733,3.64379,0.0335795,0.106416,0.00588828,0.471847,0.0052224,1.58013,2.69336,0.166485,0.197285,0.173776,5.08552,0.0275644
69.7785,0.816766,0.00067568,10,1023,0,-52.68,0.287425,0.00764027,0.057063,0.0463084,3.81884,0.0336153,0.0993106,0.00762121,1.77884,0.00148735,2.49469,3.57521,0.109368,0.314642,0.169521,4.85228,0.0296988
68.7229,0.143835,0.000768978,10,1023,0,-55.7705,0.264577,0.00744759,0.0530294,0.0495578,3.09003,0.0321016,0.0930473,0.00755847,2.07722,0.00123752,2.22625,3.33945,0.0971806,0.369864,0.165702,4.57692,0.028327
66.5771,0.999898,0.000131963,10,1023,0,-57.4508,0.254524,0.00716413,0.0536895,0.0483807,3.1869,0.0332913,0.0882682,0.00743638,1.97927,0.00122343,2.28043,3.32142,0.0968622,0.357309,0.157453,4.57183,0.0295115
63.7753,0.99845,0.000253195,10,1023,0,-54.2486,0.260326,0.00641384,0.0483619,0.0614744,3.50437,0.032655,0.0800954,0.00950263,1.95184,0.00142497,2.28618,2.50061,0.0867072,0.37442,0.175031,5.03641,0.0245984
68.3348,0.992049,0.000478689,10,1023,0,-57.4793,0.257303,0.0106541,0.0537497,0.0464716,3.20197,0.0425643,0.135131,0.00411909,1.27595,0.00155008,2.56173,3.35146,0.117667,0.24766,0.156712,4.94566,0.0355044
67.3222,0.0322298,0.000879962,2,6,1,-58.7838,0.25735,0.0106594,0.0536851,0.0463922,3.20111,0.0425299,0.13514,0.00411254,1.27537,0.00155051,2.56433,3.35193,0.11769,0.247462,0.15694,4.94292,0.0355125
67.8556,0.99879,0.000118131,10,1023,0,-53.9165,0.248137,0.0108804,0.0560115,0.0457951,3.0469,0.0358996,0.134222,0.00477324,1.4633,0.00161411,2.56905,3.76644,0.112883,0.26705,0.167997,5.20362,0.0366384
65.9255,0.925598,0.000221452,10,1023,0,-55.1976,0.255734,0.0110795,0.0555785,0.0501971,3.94111,0.0375955,0.138962,0.00434994,1.73526,0.0014054,2.6642,3.53305,0.118394,0.268965,0.160684,4.61492,0.0284499
67.116,0.968209,0.000337892,10,1023,0,-58.9341,0.268335,0.0113866,0.0567005,0.049066,3.74727,0.0381824,0.141113,0.00424807,1.70002,0.0013801,2.7597,3.57319,0.113523,0.273448,0.154563,4.67506,0.0285007
70.7783,0.674387,0.000573199,10,1023,0,-61.1011,0.262097,0.00978422,0.0524836,0.0503149,3.35325,0.0339544,0.126145,0.00434817,1.68925,0.00135525,3.16446,3.65195,0.14562,0.225282,0.169153,5.06027,0.0242479
70.0615,0.957591,0.000445221,10,1023,0,-63.9395,0.260342,0.0107093,0.050926,0.0521381,3.14736,0.0285663,0.13871,0.00470973,1.75665,0.00106357,3.06787,3.8112,0.134269,0.230208,0.16348,4.98815,0.0256374
70.0615,7.91792e-10,0.000726656,2,5,1,-64.2196,0.260342,0.0107093,0.050926,0.0521381,3.14736,0.0285663,0.13871,0.00470973,1.75665,0.00106357,3.06787,3.8112,0.134269,0.230208,0.16348,4.98815,0.0256374
69.003,0.999619,9.8675e-05,10,1023,0,-64.4308,0.25655,0.0104297,0.0513937,0.054311,3.04987,0.0279326,0.136634,0.00449322,1.72291,0.00102958,2.99677,3.50914,0.130083,0.230309,0.171554,5.26006,0.0252685
66.9181,0.664795,0.000180041,10,1023,0,-58.2044,0.276538,0.0100076,0.0460516,0.0563657,3.24508,0.0329538,0.119916,0.00456373,1.67631,0.000904355,3.51774,3.69245,0.119344,0.24179,0.148658,5.13101,0.0264791
67.4983,0.996596,0.000138602,10,1023,0,-61.3229,0.284336,0.0101557,0.043931,0.0591508,3.25332,0.032629,0.119158,0.00451388,1.64683,0.000932714,3.40826,3.63596,0.120788,0.242917,0.15007,4.98963,0.0264344
68.2086,0.990562,0.000247901,10,1023,0,-62.3177,0.274686,0.00975632,0.0432305,0.0619909,3.69483,0.0326963,0.121072,0.00461586,1.54164,0.000899266,3.12257,3.51182,0.122046,0.257665,0.168434,5.0359,0.0248985
70.4633,0.966286,0.000432818,10,1023,0,-63.9334,0.269686,0.00978408,0.0412937,0.0613438,3.50834,0.0349831,0.122459,0.00475334,1.54715,0.000869104,3.28445,3.48831,0.120439,0.261357,0.167554,5.11791,0.0270114
70.4782,0.00100872,0.000705265,10,1023,0,-58.4365,0.26985,0.00978175,0.0412932,0.0614515,3.5128,0.0349734,0.122479,0.0047554,1.54479,0.000868519,3.28365,3.48286,0.120419,0.26127,0.167631,5.11991,0.0270296
70.1472,0.9968,0.000104672,10,1023,0,-67.3192,0.262631,0.0102766,0.0418891,0.0622027,3.34426,0.0353666,0.122249,0.00467259,1.59381,0.000857754,3.28822,3.55845,0.120811,0.252303,0.168459,5.27426,0.0282476
70.0761,0.992913,0.0001843,10,1023,0,-63.7599,0.258119,0.0100722,0.0470062,0.0666523,3.39282,0.036445,0.0998329,0.00476697,1.85202,0.000953426,3.26086,3.145,0.126611,0.221767,0.157263,5.04794,0.0313326
69.6777,0.480596,0.000318751,10,1023,0,-62.3909,0.265208,0.0088794,0.0466714,0.0657814,3.81043,0.0343445,0.0985459,0.00483168,1.98452,0.000882732,3.25068,3.38502,0.120888,0.242646,0.162305,5.24622,0.0287592
70.501,0.988781,0.000158104,10,1023,0,-60.3858,0.254958,0.00895586,0.046101,0.0608748,3.97249,0.0383358,0.0975199,0.00491193,1.92409,0.000971421,3.09449,3.71589,0.128386,0.252028,0.169006,5.00738,0.0321134
70.3088,0.997376,0.000268779,10,1023,0,-65.1913,0.241495,0.00910102,0.0536713,0.0565534,4.07484,0.0359897,0.100573,0.00484693,2.15886,0.00128879,3.14434,3.54333,0.131032,0.236762,0.159659,4.84309,0.0321097
67.4598,0.756508,0.000462862,10,1023,0,-54.1111,0.247279,0.00686031,0.0483762,0.0578607,4.30176,0.0246703,0.105964,0.00489091,1.42375,0.00200912,3.45674,2.82974,0.129958,0.209181,0.162159,5.30689,0.0301118
68.5228,0.535027,0.000446623,10,1023,0,-60.311,0.274811,0.008961,0.0572014,0.0543295,4.28966,0.0267822,0.0900156,0.00427578,1.37979,0.00227358,3.97317,3.79091,0.145952,0.224657,0.166192,4.88041,0.0307027
69.5373,0.96528,0.000255727,10,1023,0,-58.6543,0.277878,0.00784953,0.056293,0.0627063,3.98409,0.0251146,0.0861813,0.00414219,1.48151,0.00256998,3.36317,3.12989,0.138754,0.233369,0.161686,4.78889,0.028648
71.697,0.993852,0.000403815,10,1023,0,-62.3208,0.276447,0.00739494,0.0551281,0.0515097,4.0034,0.0193618,0.102957,0.00660741,1.48416,0.00224528,4.63215,3.32579,0.142433,0.195172,0.15182,5.2388,0.030318
72.9881,0.0833093,0.000677192,10,1023,0,-65.3643,0.271454,0.007727,0.0574586,0.050397,3.98937,0.018712,0.104211,0.00664178,1.47552,0.00221026,4.61628,3.34999,0.143714,0.196073,0.155359,5.17276,0.0295039
73.2445,0.999564,0.00013749,10,1023,0,-62.0554,0.278666,0.00777514,0.0619507,0.0497423,3.78212,0.0177243,0.103007,0.00663735,1.53813,0.00220249,4.42114,3.20966,0.144099,0.200712,0.156765,5.05681,0.0276742
70.4741,0.972273,0.00023352,10,1023,0,-64.8463,0.258632,0.00987956,0.0627503,0.0556582,3.3283,0.0142185,0.0862194,0.00624785,1.58828,0.00215004,5.39083,3.7497,0.121758,0.276677,0.166287,4.84138,0.0250012
65.4787,0.80667,0.000370062,10,1023,0,-60.1135,0.27301,0.0123695,0.0532469,0.0665631,2.61374,0.0153875,0.0950631,0.00909935,1.56519,0.00185739,4.95574,3.7525,0.131465,0.23712,0.153165,4.67114,0.0251868
71.4685,0.984775,0.000400397,10,1023,0,-58.2738,0.267237,0.00857736,0.0520571,0.0586337,3.20894,0.0140824,0.106737,0.00636288,1.65753,0.00210159,4.67027,3.50804,0.122693,0.241496,0.155926,5.05221,0.0260412
70.5371,0.244937,0.000646353,10,1023,0,-63.7366,0.266796,0.00858063,0.052104,0.0600155,3.30783,0.0141188,0.104927,0.006297,1.62474,0.00205126,4.77212,3.50337,0.127355,0.229755,0.153725,5.02295,0.0255625
68.7382,0.979475,0.000197728,10,1023,0,-64.482,0.27874,0.00867359,0.0501944,0.0577278,2.96997,0.0120696,0.119218,0.00601422,1.67635,0.00201595,4.34988,3.78814,0.138968,0.240839,0.17103,4.97278,0.021676
69.6757,0.944795,0.000314765,10,1023,0,-60.523,0.260508,0.0100342,0.0481612,0.0569359,2.28572,0.0111011,0.117314,0.00634357,1.44687,0.00165297,5.54045,3.37419,0.154376,0.227399,0.170532,4.64127,0.0273778
68.9986,0.91659,0.00046134,10,1023,0,-64.0743,0.274813,0.00960337,0.0589747,0.0555037,1.97028,0.0126156,0.0863213,0.00593613,1.17914,0.00161746,5.07108,2.86089,0.13288,0.237744,0.172153,5.05217,0.0281159
67.8461,0.329476,0.000632432,9,831,0,-59.3621,0.260805,0.00957452,0.0628864,0.0526158,1.93664,0.0119734,0.0842522,0.00637612,1.27878,0.00151419,5.63968,2.66794,0.1245,0.244911,0.16908,5.12042,0.0270143
68.1152,0.998945,0.000239101,10,1023,0,-58.8217,0.29656,0.00849255,0.0476539,0.0648032,1.59059,0.0124918,0.08671,0.00632191,1.43834,0.00165724,3.88424,2.86636,0.116241,0.250016,0.153374,5.11392,0.0262502
71.3576,0.967172,0.000391888,10,1023,0,-61.7649,0.247669,0.00863826,0.0622925,0.0438419,2.47022,0.0170352,0.090223,0.00853802,1.44263,0.00177342,4.29267,3.15464,0.12399,0.268108,0.170086,4.80944,0.036305
70.453,0.984228,0.000596107,10,1023,0,-62.4307,0.242518,0.00825057,0.0522496,0.0541485,2.69625,0.0201906,0.108438,0.00593768,1.70644,0.0026359,3.20012,3.34016,0.176184,0.19364,0.169789,4.72288,0.0257078
70.4404,0.180865,0.0009359,2,5,0,-60.1393,0.24242,0.00824272,0.0523301,0.0540689,2.6955,0.0202168,0.108303,0.00593989,1.7073,0.00263184,3.19898,3.34138,0.175903,0.19387,0.169648,4.72636,0.0256888
66.7028,0.999997,0.000262373,10,1023,0,-60.4311,0.29408,0.00905429,0.0443603,0.0711469,2.89535,0.0213007,0.0919457,0.00641087,1.44954,0.00267308,4.67109,2.63801,0.145467,0.184018,0.160338,5.17623,0.0379277
69.4846,0.972896,0.000425552,10,1023,0,-58.7428,0.252295,0.0087536,0.0581529,0.0538852,2.46636,0.0144247,0.0978031,0.00659613,1.88821,0.00291247,4.25266,3.2189,0.139724,0.237968,0.18449,5.17392,0.0292758
68.9094,0.0004382,0.000648151,10,1023,0,-47.8284,0.252236,0.00876081,0.0581816,0.0540024,2.46797,0.0144445,0.0977265,0.0065956,1.8923,0.0029173,4.25329,3.21958,0.139795,0.237921,0.184327,5.17354,0.0292828
72.5675,0.991677,0.000127104,10,1023,0,-59.5938,0.258015,0.0090894,0.0593796,0.054573,2.49317,0.0144997,0.10019,0.00691565,1.88062,0.00274414,4.26104,3.34187,0.132431,0.234966,0.167851,5.13082,0.0287017
68.2567,0.986603,0.000201636,10,1023,0,-64.9751,0.305457,0.00902289,0.0585891,0.0552781,2.61543,0.0164502,0.102876,0.00633812,2.00868,0.00262469,4.28722,3.13487,0.142164,0.188182,0.151169,5.18675,0.0269399
67.0767,0.991851,0.000314874,10,1023,0,-56.6056,0.298026,0.00846569,0.0569512,0.0525057,2.45186,0.0179907,0.0986897,0.00657965,2.29033,0.00252009,4.84327,2.80351,0.13963,0.196538,0.152986,5.28209,0.0289184
67.1379,0.982895,0.000494616,10,1023,0,-60.7831,0.310677,0.008622,0.0544509,0.0540588,2.67272,0.0168215,0.10028,0.00623303,2.2261,0.00260505,4.8596,3.06275,0.138327,0.226174,0.159627,4.90377,0.0300686
68.0108,0.514511,0.00075899,9,1023,0,-55.3269,0.302064,0.0065327,0.049024,0.0478438,2.94683,0.0113271,0.119257,0.00630961,1.37397,0.00139948,5.10892,2.8283,0.115776,0.286267,0.157832,4.76725,0.0217946
67.2374,0.937103,0.000444169,10,1023,0,-61.1071,0.289589,0.00627615,0.0492344,0.0579252,2.54874,0.0095362,0.100853,0.00631061,2.17369,0.00192271,3.83272,3.1847,0.106942,0.310839,0.155761,4.64496,0.0280103
67.6302,0.609376,0.000618188,10,1023,0,-56.1901,0.28683,0.00862344,0.0480581,0.0691891,2.74039,0.0128237,0.0858845,0.00649315,1.19472,0.00262275,4.22847,3.20024,0.115388,0.291469,0.158174,4.58271,0.0231068
69.164,0.994545,0.000441142,10,1023,0,-62.4232,0.271541,0.00984256,0.050431,0.0593211,3.12326,0.0142445,0.124162,0.00640179,1.13488,0.00281232,4.1668,3.18396,0.10913,0.288974,0.158572,4.67374,0.0256857
67.8347,0.8267,0.000686822,10,1023,0,-63.6431,0.26301,0.00535096,0.0586189,0.0435404,3.02963,0.0179854,0.0942996,0.00711215,1.95085,0.00303275,3.61493,2.24296,0.117427,0.257325,0.173751,5.39938,0.0335095
69.8907,0.697484,0.000759955,9,1023,0,-60.6066,0.281531,0.00634411,0.0455862,0.0466438,2.70879,0.0242815,0.126434,0.00642499,1.56223,0.00208311,3.44677,2.30625,0.144752,0.192003,0.15838,5.37161,0.0277313
68.7907,0.563777,0.000648813,10,1023,0,-59.8267,0.271232,0.00678406,0.0436118,0.0479513,2.47245,0.0246024,0.128629,0.00670439,1.52819,0.00214784,3.57644,2.2614,0.146374,0.191691,0.151629,5.16501,0.0275763
65.9351,0.976034,0.000425219,10,1023,0,-60.1395,0.270378,0.00660716,0.0433375,0.0476821,2.49435,0.0249225,0.125137,0.00696242,1.52898,0.00214075,3.56889,2.33435,0.148694,0.184894,0.143969,5.10773,0.0274097
69.3093,0.322449,0.000632316,8,511,0,-59.6933,0.275589,0.00762225,0.0512977,0.0465533,2.7006,0.0255806,0.12715,0.00720521,1.60102,0.00202633,3.43161,2.48614,0.15773,0.186653,0.162486,5.07871,0.0260755
71.8723,0.995334,0.000258667,10,1023,0,-64.7859,0.273404,0.00796996,0.0584003,0.0415865,2.7849,0.0228042,0.110508,0.00743058,1.53646,0.00182805,3.2761,3.55746,0.144685,0.24152,0.167234,4.88815,0.0225829
69.2091,0.855311,0.000398737,10,1023,0,-62.9016,0.279099,0.00588156,0.0545365,0.0402947,3.57347,0.0223877,0.137975,0.00729661,1.70974,0.00228561,2.46154,3.42958,0.147224,0.225992,0.16883,5.07222,0.025977
72.7766,0.931674,0.000465788,10,1023,0,-64.4949,0.276199,0.00635629,0.0549309,0.0471022,3.78356,0.0204585,0.118996,0.00646629,1.82921,0.00245216,2.76918,3.37891,0.151201,0.221153,0.162827,4.7125,0.0259544
66.8846,0.953762,0.000630003,10,1023,0,-59.6706,0.258096,0.0051969,0.0624499,0.04747,3.77015,0.0424942,0.100795,0.00734556,1.37216,0.00365996,0.990036,2.53571,0.0977544,0.276536,0.165363,5.42764,0.0346006
67.8205,0.118304,0.000886613,3,11,1,-57.7368,0.258045,0.00519026,0.0623979,0.0475492,3.7698,0.042447,0.100713,0.00734944,1.37236,0.00366427,0.989632,2.53826,0.0979009,0.27655,0.165373,5.42076,0.0346486
68.3457,0.999128,0.000249398,10,1023,0,-62.768,0.267922,0.00534435,0.0631605,0.0476902,3.71435,0.0423627,0.101652,0.007349,1.34078,0.00364986,0.962969,2.58367,0.0966607,0.273925,0.163801,5.45109,0.0335527
69.8256,0.88604,0.000383103,10,1023,0,-62.8189,0.286651,0.00507275,0.0545091,0.0431421,2.701,0.039229,0.119672,0.00850719,1.43334,0.00272537,0.800652,2.80627,0.111811,0.285679,0.159541,4.74802,0.029222
71.715,0.962637,0.000472469,10,1023,0,-65.3417,0.268526,0.00629909,0.052039,0.0633159,3.58241,0.0399265,0.0915393,0.00644092,1.88042,0.0023619,1.13545,3.5145,0.140182,0.224227,0.168451,4.93006,0.0323783
71.715,0.0931421,0.000672441,3,15,0,-59.6843,0.268526,0.00629909,0.052039,0.0633159,3.58241,0.0399265,0.0915393,0.00644092,1.88042,0.0023619,1.13545,3.5145,0.140182,0.224227,0.168451,4.93006,0.0323783
71.752,0.958546,0.000184581,10,1023,0,-67.8044,0.250364,0.00627459,0.0500592,0.0575202,3.61829,0.0377325,0.108669,0.00620154,1.60151,0.00212287,1.25229,3.72238,0.143448,0.207333,0.161274,5.09207,0.0345206
67.6782,0.95546,0.000260862,10,1023,0,-61.7923,0.26975,0.00591287,0.0456282,0.0573322,2.86907,0.0416686,0.0916179,0.00642614,1.68852,0.00248385,1.2998,3.21091,0.16441,0.201618,0.166196,4.83852,0.0288118
71.2236,0.986975,0.000365372,10,1023,0,-64.1554,0.271371,0.0058664,0.053359,0.0577915,3.1496,0.0371769,0.087685,0.00618073,1.32109,0.00243513,1.34585,2.78025,0.11302,0.264329,0.163726,5.19191,0.0287971
72.8194,0.979409,0.000541052,10,1023,0,-67.0281,0.285006,0.00634216,0.0560908,0.0532436,3.36567,0.0374508,0.0940404,0.00568664,1.29701,0.0023448,1.59673,2.84005,0.118195,0.248239,0.160018,5.12942,0.0279552
69.986,0.331867,0.000787242,10,1023,0,-62.2215,0.277688,0.00601305,0.0620575,0.0468131,3.21144,0.0374641,0.0784511,0.00640312,1.36137,0.00187975,1.71655,2.78894,0.137965,0.25513,0.170455,4.72144,0.0226497
66.4485,0.967773,0.000344854,10,1023,0,-60.0312,0.262391,0.00654762,0.0678095,0.0465811,2.68566,0.035678,0.0789782,0.00734998,1.18451,0.00190257,1.49777,3.06511,0.121165,0.252333,0.164554,5.3382,0.0201656
66.7689,0.998738,0.000490354,10,1023,0,-58.099,0.279944,0.00877482,0.0429925,0.0568845,2.68272,0.0437689,0.0990497,0.00765377,1.37073,0.00213126,2.20981,3.3815,0.124232,0.287523,0.163506,4.82209,0.0158887
66.988,0.186819,0.00073568,10,1023,0,-60.0063,0.299569,0.00840516,0.0477992,0.0578935,2.85534,0.0374863,0.101786,0.00755043,1.18097,0.00190212,1.95836,3.26259,0.114994,0.298795,0.167862,4.92669,0.0165807
63.3158,0.988516,0.000249799,10,1023,0,-56.8405,0.266497,0.00919163,0.0497193,0.0599433,2.44866,0.033675,0.0886936,0.00749555,0.853269,0.00198264,2.05594,3.52997,0.118236,0.2819,0.156387,4.87868,0.0153725
62.6137,0.599776,0.00588075,10,1023,0,-54.5427,0.288826,0.0124658,0.0539727,0.0488735,2.57957,0.0284895,0.10166,0.00684772,0.770999,0.00155261,5.22483,3.32777,0.165212,0.202713,0.156293,4.69521,0.0187594
62.6137,4.06482e-189,0.040863,1,2,1,-56.3181,0.288826,0.0124658,0.0539727,0.0488735,2.57957,0.0284895,0.10166,0.00684772,0.770999,0.00155261,5.22483,3.32777,0.165212,0.202713,0.156293,4.69521,0.0187594
69.2888,0.619973,0.00556624,10,1023,0,-57.7261,0.282256,0.0106049,0.0575282,0.047627,2.50785,0.0401159,0.0955923,0.00561482,1.05205,0.00161713,3.34875,3.12206,0.159971,0.189322,0.158531,4.97494,0.0329227
67.8612,0.758844,0.00253264,10,1023,0,-56.8937,0.266619,0.0054977,0.0510748,0.0563787,3.63637,0.0161753,0.0792707,0.00514467,1.15732,0.00200338,4.36239,2.48733,0.125783,0.244795,0.155907,4.95654,0.0252801
69.2357,0.988884,0.00179416,10,1023,0,-62.3357,0.258995,0.00665948,0.0484543,0.0580195,2.91291,0.0184009,0.101026,0.00485401,1.38978,0.00249345,3.34492,2.45001,0.1173,0.246739,0.158551,4.93298,0.0347827
64.2175,0.998087,0.00270711,10,1023,0,-57.9275,0.281365,0.00745067,0.0552518,0.0495047,2.14266,0.0163278,0.153833,0.00524002,1.53507,0.00241831,1.32017,3.42243,0.0957141,0.316071,0.146827,4.57047,0.0262219
65.7693,0.625515,0.00456922,10,1023,0,-50.0793,0.265038,0.00795085,0.0447464,0.0693983,2.66164,0.0391715,0.104393,0.00449053,1.5145,0.00267104,1.27889,3.18503,0.0997587,0.278193,0.149772,5.03082,0.0358561
65.9574,0.85253,0.0025443,10,1023,0,-58.7678,0.257568,0.00717189,0.0472567,0.0739523,3.18988,0.032129,0.10462,0.00429367,1.30423,0.00220633,0.992451,3.48257,0.0997148,0.263337,0.155131,5.17295,0.0336513
65.7543,0.0314215,0.00291138,10,1023,0,-58.268,0.260563,0.00701374,0.0473733,0.073233,3.255,0.0359091,0.105637,0.00416159,1.35352,0.0021405,0.952931,3.68369,0.100979,0.273546,0.156243,5.24209,0.0344883
66.0065,0.999302,0.000253346,10,1023,0,-56.3664,0.261776,0.00731462,0.0471362,0.0719787,3.17488,0.0355618,0.104499,0.00413803,1.31053,0.00206666,0.970167,3.77656,0.102077,0.2622,0.156444,5.30094,0.0339937
