# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=19
# stan_version_patch=1
# init=random
# enable_random_init=0
# seed=675434192
# chain_id=0
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=result/calcium-model-const-Be-eta1/cell-5106/chain_0.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16
-110.379,0.987324,0.00586611,8,255,0,122.722,0.729646,5.08032,0.0420145,1.89157,1.07018,0.338214,1.23101,1.63301,0.233136,9.1076,0.224423,0.0747809,0.200694,6.8257,0.940288,3.21492,0.111544
-105.79,0.980179,0.0109848,6,95,0,120.805,0.826923,5.42557,0.0430839,1.95606,1.1599,0.340491,1.28242,1.57937,0.226761,9.74183,0.241075,0.0753073,0.20093,6.57072,0.984637,3.00266,0.104721
-107.004,0.954259,0.0200477,5,47,0,116.511,0.85829,3.73438,0.0693358,2.32416,0.920811,0.286107,1.73511,1.36331,0.267363,10.2008,0.232405,0.0872164,0.29753,4.51495,0.946926,3.3502,0.0995244
-115.772,0.592748,0.0336232,6,63,0,119.182,0.853647,4.45909,0.0711638,2.29453,0.67843,0.322774,1.78288,0.3052,0.0891333,10.144,0.258447,0.0498612,0.12897,7.03205,0.944061,3.12427,0.12559
-105.194,0.866986,0.0187526,7,127,0,122.892,0.841462,7.87424,0.0379725,0.79939,0.188841,0.214637,1.74959,3.77462,0.564728,9.58827,0.127856,0.289247,0.172732,6.04596,1.59333,3.7584,0.184878
-89.6732,0.866194,0.0241213,4,31,1,118.35,0.727061,9.50512,0.0321066,1.18419,0.216488,0.177915,1.50427,4.57829,0.608186,9.04346,0.0937929,0.203947,0.234491,4.16256,2.52868,4.59584,0.214795
-88.7845,0.0134807,0.0308765,5,47,0,99.8526,0.705022,9.29416,0.0317244,1.2198,0.223139,0.169062,1.57714,4.45146,0.604659,9.29954,0.092455,0.197976,0.24665,3.90565,2.54084,4.68623,0.220545
-67.6063,0.98868,0.00316759,8,255,0,96.0256,0.619124,7.11297,0.0237121,0.921488,0.42247,0.234455,1.01096,2.31195,0.401052,9.44188,0.0873489,0.189657,0.187861,2.35129,1.69458,5.18416,0.35018
-54.444,0.972938,0.00589555,8,511,0,77.8984,0.535047,4.65117,0.0280553,0.896266,0.571573,0.255228,2.60616,2.66033,0.490293,5.92799,0.0745786,0.146414,0.0947452,2.23551,0.961044,5.58556,0.239627
-41.2419,0.989928,0.0103826,6,63,0,58.0132,0.546093,4.69711,0.03778,1.06711,0.819886,0.351369,1.20849,2.02154,0.69746,6.86681,0.075917,0.208908,0.0834713,1.6696,0.777921,5.59933,0.280755
-32.327,0.00859223,0.0190316,5,31,0,57.8941,0.501821,4.87002,0.0398205,1.079,0.786189,0.353457,1.15137,2.01258,0.626264,6.88206,0.074129,0.203304,0.0812482,1.67832,0.743502,5.40305,0.279545
-26.0775,0.996041,0.00209265,9,1023,0,41.5399,0.454308,3.8208,0.0477,1.3286,0.816376,0.281581,0.331632,0.928369,0.82646,5.49385,0.152265,0.158941,0.029111,1.83672,0.308241,5.3013,0.252701
-27.9351,0.983632,0.0039196,8,255,0,37.2504,0.460154,6.29075,0.0419663,1.41329,1.03702,0.191663,0.278046,0.700256,0.60799,11.9376,0.325016,0.236469,0.0310852,3.32506,0.47779,5.42106,0.126203
-26.399,0.885926,0.00701732,8,511,0,46.0909,0.437334,3.11644,0.0585552,0.760027,1.40084,0.0775989,0.40218,1.83178,0.63919,5.68514,0.109097,0.188067,0.034987,4.16327,0.685727,5.45488,0.100136
-16.1584,0.777879,0.00947862,9,511,0,28.0962,0.408706,7.76859,0.0878838,0.630615,0.715639,0.0845733,0.156795,2.10241,0.643313,9.13535,0.342571,0.249327,0.0302577,2.1541,0.394554,6.11986,0.314072
-13.793,0.937614,0.00945351,7,127,0,26.0327,0.401643,4.61609,0.0618484,1.26388,0.346023,0.270787,0.118356,1.10737,0.696324,7.31653,0.246907,0.215494,0.0442485,3.34836,0.707709,5.73646,0.141772
-13.793,1.12072e-07,0.0146038,2,7,0,24.6131,0.401643,4.61609,0.0618484,1.26388,0.346023,0.270787,0.118356,1.10737,0.696324,7.31653,0.246907,0.215494,0.0442485,3.34836,0.707709,5.73646,0.141772
-9.36929,0.999696,0.00175497,9,1023,0,26.3773,0.383177,9.29476,0.125016,0.754028,0.153368,0.115244,0.070882,0.719945,0.875028,4.88032,0.283978,0.198045,0.0477903,2.42497,0.575201,5.73685,0.117465
2.10088,0.992956,0.00322586,9,511,0,19.0438,0.313987,3.61888,0.0680521,0.380528,0.0577355,0.521522,0.0633489,2.59079,0.961967,12.4979,0.4623,0.136506,0.0629971,2.09014,0.912572,7.65659,0.137272
22.7001,0.999389,0.00576594,7,127,0,4.39446,0.269934,6.73032,0.132092,0.28566,0.0253517,0.158151,0.0419841,1.81362,1.01616,3.44433,0.21848,0.223747,0.0802181,2.59441,1.40564,7.55311,0.113758
22.7001,0.0278862,0.0103847,2,5,1,-15.5035,0.269934,6.73032,0.132092,0.28566,0.0253517,0.158151,0.0419841,1.81362,1.01616,3.44433,0.21848,0.223747,0.0802181,2.59441,1.40564,7.55311,0.113758
51.8681,0.995652,0.00144016,10,1023,0,-13.8058,0.185151,6.05677,0.146542,0.160406,0.00887051,0.392323,0.030567,1.38577,1.10086,1.29845,0.201112,0.354213,0.288177,0.856124,2.06281,9.07556,0.146413
81.5323,0.695014,0.00257204,8,255,0,-40.7911,0.147986,3.81196,0.134947,0.143431,0.0074164,0.310461,0.0437982,1.77072,1.09593,0.492589,0.197358,0.407041,0.298006,0.417218,1.15255,9.89377,0.154538
91.4261,0.958402,0.00209013,8,255,0,-75.8331,0.126176,4.56274,0.153256,0.161692,0.00678382,0.230977,0.0336674,1.57927,1.18009,0.290925,0.211058,0.472717,0.238725,0.416832,0.903348,9.61183,0.169603
97.5636,0.807668,0.00335093,7,127,0,-87.2117,0.121332,5.19411,0.132675,0.180036,0.0072715,0.261454,0.0431485,1.82796,1.11091,0.223214,0.203527,0.555817,0.225249,0.333685,0.694134,9.77243,0.154327
97.5636,0.0342482,0.00363138,2,7,0,-87.7747,0.121332,5.19411,0.132675,0.180036,0.0072715,0.261454,0.0431485,1.82796,1.11091,0.223214,0.203527,0.555817,0.225249,0.333685,0.694134,9.77243,0.154327
100.601,0.994177,0.000555395,11,2047,0,-92.6314,0.0970006,10.1581,0.163749,0.21125,0.00332809,0.181945,0.0395711,1.29728,1.26818,0.130867,0.161622,0.745875,0.449287,0.110683,0.441202,10.2405,0.0456851
102.296,0.989998,0.000972678,9,511,0,-94.3371,0.122856,5.98872,0.143985,0.17358,0.00298592,0.182259,0.0408125,1.28787,1.32933,0.15608,0.142382,0.620301,0.43078,0.155427,0.559877,9.80722,0.0330857
220.041,0.297344,0.00167149,11,2559,0,-93.4363,0.0677316,6.18153,0.152789,0.230322,0.00570132,0.0160529,0.0368058,0.0165393,1.01502,0.173136,0.300561,0.685973,0.333936,0.20465,0.450015,7.95794,0.0271106
244.699,0.98461,0.000513244,9,511,0,-214.342,0.0598763,5.2009,0.150645,0.238297,0.00588583,0.0204764,0.0319438,0.0120749,0.7075,0.176344,0.349452,0.577437,0.355521,0.188786,0.425015,7.73656,0.0289396
267.618,0.994686,0.000867078,10,1023,0,-237.602,0.0583221,4.17974,0.146816,0.265398,0.00590217,0.0367687,0.0295799,0.00450526,0.420743,0.157664,0.368514,0.318135,0.234458,0.325072,0.361496,6.10928,0.01943
267.417,0.813378,0.00148969,7,219,1,-258.173,0.0615893,3.81077,0.164491,0.231512,0.00562994,0.0287379,0.0312867,0.00505676,0.450518,0.147873,0.361343,0.308986,0.234783,0.285379,0.33664,6.383,0.0161174
266.556,0.427474,0.00163672,5,46,1,-256.779,0.0629169,3.95661,0.161829,0.230512,0.00565492,0.0284956,0.0323873,0.00497688,0.44745,0.147368,0.353924,0.31911,0.23408,0.281927,0.322156,6.25489,0.0154081
274.658,0.984156,0.000709591,11,2047,0,-258.761,0.0573551,3.2138,0.120888,0.452192,0.00498846,0.0301422,0.0417006,0.00191718,0.433579,0.214033,0.250834,0.295723,0.179544,0.516625,0.453131,6.22216,0.00544692
272.952,0.523641,0.00117615,10,2047,0,-263.619,0.0630686,3.57882,0.114074,0.46907,0.00563587,0.0284051,0.0454233,0.00217599,0.433531,0.208627,0.263906,0.342339,0.189106,0.487397,0.41651,5.86115,0.00526926
272.558,0.984126,0.000648991,10,2047,0,-265.667,0.0565459,3.39486,0.10061,0.560355,0.00488,0.0546674,0.0484746,0.00107113,0.495238,0.235323,0.233745,0.328661,0.20158,0.481742,0.465446,6.13562,0.00703831
271.006,0.914154,0.00106833,11,2047,0,-264.776,0.0651819,1.954,0.115602,0.193761,0.00482027,0.1165,0.0592126,0.000881811,0.505731,0.276305,0.163516,0.415678,0.161364,0.652575,0.446019,5.5062,0.0172877
268.955,0.404688,0.0014826,6,99,1,-260.911,0.0655602,1.89891,0.110184,0.19901,0.00469508,0.110678,0.0583287,0.000851125,0.430343,0.260648,0.166452,0.41094,0.16407,0.640464,0.448475,5.53357,0.0164566
274.34,0.990506,0.000626133,11,3071,0,-262.166,0.0556222,3.52764,0.132703,0.205247,0.00262625,0.203855,0.0517591,0.000529275,0.447524,0.256803,0.148431,0.237986,0.259594,0.350258,0.467099,6.50914,0.0138358
271.431,0.963361,0.00103518,8,452,1,-263.945,0.055092,3.36502,0.129201,0.200152,0.00265155,0.198459,0.0506221,0.000501311,0.448754,0.259887,0.144817,0.225674,0.265387,0.369727,0.455577,6.05841,0.0130486
271.431,0.060383,0.00159723,2,6,1,-260.296,0.055092,3.36502,0.129201,0.200152,0.00265155,0.198459,0.0506221,0.000501311,0.448754,0.259887,0.144817,0.225674,0.265387,0.369727,0.455577,6.05841,0.0130486
272.686,0.986567,0.000312139,12,4095,0,-263.903,0.0585594,6.53213,0.125368,0.293111,0.00318045,0.241195,0.0573321,0.000249477,0.388559,0.157232,0.159248,0.390928,0.219725,0.303367,0.306556,5.90195,0.0356013
275.246,0.976333,0.000508389,11,2047,0,-262.588,0.062456,6.754,0.109988,0.341493,0.00436923,0.40593,0.0578665,0.000258064,0.429249,0.17205,0.220055,0.321559,0.203413,0.356233,0.355902,6.18557,0.0335551
276.613,0.913097,0.00080403,11,2047,0,-270.152,0.0605573,7.38076,0.129206,0.373531,0.00479374,0.168098,0.051579,0.000148646,0.386976,0.237483,0.259371,0.357618,0.261957,0.334956,0.445972,6.44554,0.0241372
273.818,0.971663,0.00109717,11,3071,0,-260.64,0.0605941,6.4525,0.112001,0.40656,0.00358536,0.255893,0.0505923,3.03308e-05,0.270948,0.16462,0.189782,0.350122,0.20145,0.377029,0.36257,6.09475,0.0134729
274.679,0.242092,0.00169882,2,7,1,-269.59,0.0605203,6.44821,0.112103,0.40688,0.00358766,0.255409,0.0506121,3.0374e-05,0.270466,0.164365,0.189963,0.350318,0.201226,0.377586,0.361569,6.09583,0.013488
271.943,0.999621,0.000520485,11,2047,0,-267.648,0.0571199,4.02674,0.121573,0.267679,0.00367199,0.260992,0.0546311,2.26867e-05,0.21466,0.170294,0.196272,0.383335,0.2301,0.300723,0.35112,6.41775,0.0129944
276.743,0.488537,0.000855905,12,8191,0,-266.65,0.0590175,5.89591,0.154516,0.207861,0.00499253,0.335732,0.0479127,0.000106804,0.604779,0.256846,0.251745,0.246717,0.188507,0.523499,0.48211,6.19521,0.0136097
277.298,0.994008,0.000457422,11,2047,0,-270.453,0.0655135,6.85048,0.147879,0.223233,0.00539103,0.274937,0.0525169,9.43677e-05,0.405602,0.194865,0.259747,0.24637,0.161568,0.518392,0.384804,5.87956,0.0133345
274.347,0.862391,0.000738938,10,2047,0,-269.856,0.0600543,5.51577,0.139757,0.246722,0.00489349,0.274511,0.0471241,6.55869e-05,0.357932,0.179043,0.283478,0.207101,0.1702,0.485564,0.438296,6.61471,0.0149393
273.966,0.999154,0.000892906,11,4095,0,-267.054,0.0574802,4.75969,0.135292,0.222588,0.0047008,0.241877,0.048252,8.88643e-05,0.289808,0.235954,0.238782,0.251202,0.19081,0.519843,0.461869,5.97718,0.0116771
273.966,0.083789,0.00144429,3,10,1,-267.616,0.0574802,4.75969,0.135292,0.222588,0.0047008,0.241877,0.048252,8.88643e-05,0.289808,0.235954,0.238782,0.251202,0.19081,0.519843,0.461869,5.97718,0.0116771
277.321,0.949997,0.000328214,12,4095,0,-265.931,0.0584534,7.65712,0.154985,0.21772,0.0043656,0.293653,0.0485558,8.90059e-05,0.432534,0.266768,0.218784,0.264375,0.213119,0.480376,0.464009,5.89688,0.00833285
277.159,0.993669,0.000478063,11,4095,0,-270.252,0.0570839,6.63576,0.141095,0.255424,0.00558381,0.312324,0.0492645,0.000123888,0.48342,0.274088,0.28349,0.255438,0.204615,0.489685,0.502729,6.34209,0.00968151
273.402,0.964895,0.000760339,12,6143,0,-269.99,0.0623126,3.97267,0.112286,0.36717,0.00367719,0.208336,0.0502952,2.90348e-05,0.402887,0.171799,0.171524,0.390774,0.147418,0.562353,0.437808,6.57951,0.00340966
275.886,0.412958,0.00113227,9,831,0,-266.608,0.0599047,5.38209,0.128164,0.278385,0.00298794,0.228135,0.0494883,1.74681e-05,0.522409,0.266831,0.128086,0.318696,0.171139,0.631138,0.472273,5.70741,0.0039285
275.3,0.989706,0.00052912,13,8191,0,-265.681,0.0646825,7.66382,0.1452,0.258401,0.00454798,0.328646,0.0367143,0.002601,0.473307,0.217375,0.205286,0.287147,0.128415,0.802989,0.506483,6.20662,0.00161754
267.739,0.955122,0.00082737,10,1023,0,-262.549,0.0571698,4.17579,0.133609,0.301203,0.00873596,0.238982,0.0318947,0.00409913,0.374655,0.280339,0.374267,0.395077,0.124835,0.892062,0.724332,7.75537,0.00134918
267.975,0.17085,0.00119842,2,6,1,-258.1,0.0570688,4.18517,0.133798,0.300865,0.00871991,0.239298,0.0318553,0.0040999,0.374416,0.280586,0.373514,0.395578,0.124973,0.891533,0.723525,7.75901,0.0013504
271.992,0.998845,0.000343959,12,4095,0,-262.423,0.0574889,6.75354,0.147974,0.232177,0.0031156,0.319106,0.0490435,0.00230698,0.406728,0.184995,0.131571,0.287865,0.101454,0.806474,0.476108,7.04683,0.000932439
271.768,0.875291,0.00054502,11,3071,0,-264.495,0.0586505,4.96129,0.134136,0.217294,0.0033355,0.468074,0.04797,0.00235457,0.40719,0.225032,0.159917,0.301966,0.153927,0.580661,0.539649,7.34361,0.00155324
270.433,0.986169,0.000668081,12,5631,0,-262.893,0.0596561,7.07588,0.131905,0.401259,0.00757713,0.110332,0.0496353,0.00214454,0.412431,0.197446,0.300144,0.318278,0.0957061,0.911212,0.501796,6.98164,0.00013294
266.821,0.971945,0.001023,9,625,1,-257.329,0.073247,9.17684,0.142883,0.351169,0.00637328,0.136295,0.0383132,0.00132867,0.524163,0.28099,0.279905,0.301006,0.155627,0.788342,0.53293,5.67919,0.000170516
270.569,0.883589,0.00151535,6,114,1,-257.656,0.070981,8.36524,0.143691,0.35264,0.00625898,0.14263,0.0401684,0.00135463,0.518426,0.27342,0.284704,0.305843,0.153101,0.763591,0.565579,6.1629,0.000170989
270.569,0.00936454,0.00187216,2,5,1,-259.874,0.070981,8.36524,0.143691,0.35264,0.00625898,0.14263,0.0401684,0.00135463,0.518426,0.27342,0.284704,0.305843,0.153101,0.763591,0.565579,6.1629,0.000170989
272.033,0.999196,0.000402577,13,10239,0,-262.302,0.0701607,6.83394,0.152486,0.321871,0.00281001,0.0662452,0.045485,0.00126769,0.348053,0.238927,0.125894,0.29956,0.153315,0.635839,0.463579,6.04823,0.00385605
271.679,0.982373,0.000628362,11,4095,0,-265.665,0.0701434,4.36061,0.136554,0.316297,0.00283431,0.0787357,0.046673,0.000713389,0.505515,0.227165,0.137163,0.278261,0.159469,0.621143,0.499079,6.36715,0.00343098
265.343,0.642094,0.000944405,11,2047,0,-257.909,0.0510888,4.66811,0.14578,0.31505,0.00400844,0.0809571,0.0400249,0.000749836,0.47238,0.201477,0.207901,0.300091,0.144998,0.671753,0.517302,6.61544,0.00276084
271.9,0.661378,0.000723449,11,3071,0,-258.564,0.0603425,5.94343,0.157675,0.246526,0.00359115,0.119507,0.0470702,0.00130114,0.380241,0.282023,0.138543,0.385001,0.133799,0.885737,0.58776,6.2622,0.00197773
270.834,0.784063,0.000576871,11,4095,0,-262.996,0.0538671,4.08735,0.124263,0.310092,0.00228485,0.131614,0.0455996,0.0010846,0.429558,0.291718,0.103627,0.312017,0.164361,0.733034,0.631689,6.56644,0.0020246
272.071,0.90485,0.000585448,11,4095,0,-263.114,0.059265,8.39078,0.138123,0.283822,0.00219373,0.354715,0.0389427,0.00246446,0.440804,0.153781,0.102808,0.307818,0.126667,0.596052,0.347332,5.86578,0.0039295
274.88,0.901572,0.000750878,11,2047,0,-266.746,0.0606585,2.48377,0.122767,0.225333,0.00617231,0.20423,0.0395895,0.00214047,0.413965,0.30886,0.344179,0.307089,0.246316,0.465873,0.667175,7.22772,0.00717921
275.902,0.941788,0.000954594,11,2047,0,-268.688,0.057981,5.25873,0.132326,0.21186,0.00369306,0.379645,0.0460073,0.0031597,0.488069,0.164519,0.163731,0.262179,0.111869,0.694884,0.410968,6.53001,0.00513958
275.902,0.0114835,0.00130805,2,6,1,-265.374,0.057981,5.25873,0.132326,0.21186,0.00369306,0.379645,0.0460073,0.0031597,0.488069,0.164519,0.163731,0.262179,0.111869,0.694884,0.410968,6.53001,0.00513958
275.248,0.995496,0.000301037,12,4095,0,-270.888,0.056422,4.93575,0.147954,0.218257,0.00409512,0.262254,0.0311944,0.00388563,0.550264,0.219181,0.171166,0.326519,0.113162,0.914983,0.500363,6.09717,0.0056764
279.001,0.964691,0.000457872,11,2047,0,-271.348,0.0582068,5.47627,0.140837,0.245954,0.003807,0.258467,0.0350292,0.00296789,0.360159,0.176801,0.187301,0.336512,0.147407,0.577531,0.416472,6.1849,0.00547786
277.125,0.993773,0.000654302,10,2047,0,-267.083,0.0620341,4.7997,0.114169,0.291263,0.00386037,0.24481,0.039254,0.00274151,0.367318,0.190055,0.167056,0.359368,0.145683,0.637667,0.410449,5.71714,0.00563654
273.832,0.850863,0.000984513,10,2047,0,-265.176,0.0585642,4.66963,0.121936,0.310568,0.00409003,0.207203,0.0458615,0.00249884,0.476772,0.188922,0.188281,0.472591,0.166451,0.495491,0.45872,6.87149,0.00534677
270.798,0.217704,0.001128,8,310,1,-263.953,0.0620633,3.58122,0.0989336,0.33548,0.00422277,0.218255,0.0407346,0.0026716,0.465626,0.234744,0.165317,0.506831,0.179419,0.570721,0.437373,5.59502,0.00469796
273.893,0.989946,0.000394366,12,4095,0,-266.001,0.0615252,6.83245,0.148032,0.218778,0.00558557,0.258669,0.0498139,0.000755078,0.452028,0.2722,0.240158,0.114822,0.112942,1.02292,0.564025,6.15268,0.00422479
274.971,0.997091,0.000587038,11,4095,0,-266.903,0.0596953,6.77991,0.162175,0.237281,0.0051352,0.257746,0.0408432,0.000443559,0.503531,0.221152,0.248436,0.179236,0.106327,0.987948,0.563041,6.62405,0.00436723
273.386,0.215186,0.00088235,12,4095,0,-262.846,0.0623495,2.63947,0.106126,0.307177,0.00556859,0.193286,0.039395,0.00287503,0.470326,0.164443,0.231724,0.404152,0.115896,0.717804,0.424575,6.33991,0.00917708
274.922,0.999683,0.000311372,12,4095,0,-265.973,0.0611663,6.41468,0.171276,0.188983,0.00381249,0.28289,0.0360455,0.00322995,0.402096,0.33025,0.213329,0.260367,0.254553,0.446345,0.605886,6.73555,0.0114501
272.36,0.992286,0.000469733,12,8191,0,-266.113,0.0583631,5.01927,0.106514,0.399008,0.00553311,0.174584,0.0558357,0.000941018,0.38338,0.15162,0.25115,0.43794,0.189536,0.360019,0.307702,5.83646,0.0145417
272.955,0.998866,0.000696581,11,2047,0,-266.461,0.0640548,5.79729,0.141609,0.192985,0.00246653,0.400989,0.0405098,0.00200912,0.357054,0.309778,0.12166,0.184848,0.193566,0.628465,0.558115,5.94685,0.00801023
275.712,0.75755,0.0010419,10,1023,0,-269.113,0.0603946,5.47985,0.116879,0.369517,0.00246646,0.194588,0.0455876,0.00106268,0.515525,0.158397,0.110164,0.443507,0.158178,0.487015,0.336179,5.67634,0.00510761
271.325,0.978392,0.00400579,11,2047,0,-262.532,0.0564944,7.14243,0.13211,0.305833,0.000648646,0.318936,0.0442298,0.00178623,0.278236,0.27357,0.0389509,0.235603,0.249609,0.377792,0.565187,7.34881,0.0154091
271.325,0,0.0554053,0,1,1,-257.867,0.0564944,7.14243,0.13211,0.305833,0.000648646,0.318936,0.0442298,0.00178623,0.278236,0.27357,0.0389509,0.235603,0.249609,0.377792,0.565187,7.34881,0.0154091
271.325,0.0018476,0.00925517,1,3,1,-261.142,0.0564944,7.14243,0.13211,0.305833,0.000648646,0.318936,0.0442298,0.00178623,0.278236,0.27357,0.0389509,0.235603,0.249609,0.377792,0.565187,7.34881,0.0154091
276.383,0.993877,0.000911284,13,8191,0,-265.869,0.0623422,3.53775,0.148867,0.187233,0.00273378,0.165756,0.0426659,0.00191227,0.384047,0.208379,0.120571,0.297418,0.140931,0.681165,0.436621,5.86093,0.00103867
274.513,0.999597,0.00120659,12,4095,0,-268.775,0.0578132,8.07094,0.148542,0.243638,0.00495371,0.390489,0.0471069,0.000352778,0.285327,0.19383,0.316893,0.223536,0.247423,0.308909,0.407062,6.64629,0.0287863
275.447,0.956455,0.00187861,11,4095,0,-265.86,0.056782,7.17491,0.157192,0.201619,0.00528605,0.295574,0.0499486,0.000596333,0.24919,0.262076,0.281237,0.257231,0.234691,0.408311,0.467478,6.21525,0.0241791
276.654,0.978243,0.00279273,11,2047,0,-269.413,0.0578608,3.12039,0.118535,0.25182,0.0036646,0.292796,0.0441727,0.00137093,0.465173,0.176255,0.152699,0.330194,0.0974087,0.920186,0.489173,6.70437,0.00409278
275.105,0.999908,0.00465365,10,1023,0,-268.548,0.0649358,3.50131,0.138044,0.211252,0.00287642,0.274567,0.0410323,0.00244548,0.377956,0.224679,0.098981,0.303252,0.0769032,1.29186,0.518635,6.39246,0.0132217
275.105,0.0222903,0.0085431,1,3,0,-266.199,0.0649358,3.50131,0.138044,0.211252,0.00287642,0.274567,0.0410323,0.00244548,0.377956,0.224679,0.098981,0.303252,0.0769032,1.29186,0.518635,6.39246,0.0132217
276.434,0.999404,0.000727403,13,12287,0,-268.913,0.0603725,8.41408,0.134077,0.282101,0.00517028,0.20482,0.0530752,0.000214835,0.506045,0.205318,0.25213,0.345909,0.217327,0.397282,0.372043,5.68788,0.00327022
276.473,0.996847,0.00135898,12,4095,0,-270.033,0.0614428,6.632,0.130228,0.272776,0.00443473,0.416214,0.047516,0.000224882,0.494157,0.244264,0.223115,0.213615,0.166945,0.625952,0.528838,6.38145,0.00822909
275.286,0.981706,0.00254048,10,1023,0,-269.123,0.0575644,2.9559,0.125201,0.239035,0.0046259,0.165813,0.0487401,0.000137475,0.421391,0.342376,0.200107,0.387784,0.213719,0.591545,0.591888,6.07084,0.0020673
276.934,0.955675,0.00453978,10,2047,0,-270.439,0.0639939,5.07155,0.138484,0.275151,0.00375561,0.141965,0.0494886,0.000154506,0.401221,0.318623,0.166135,0.262415,0.160945,0.737984,0.598144,6.30306,0.0192031
276.934,0.0152677,0.00746768,5,34,1,-259.243,0.0639939,5.07155,0.138484,0.275151,0.00375561,0.141965,0.0494886,0.000154506,0.401221,0.318623,0.166135,0.262415,0.160945,0.737984,0.598144,6.30306,0.0192031
